timestamp msgid x y z
08:53.850 32 1.557380 3.397334 -5.903372
08:54.324 32 2.011847 2.972266 -2.582114
08:55.460 32 2.024128 3.013340 -2.553978
08:58.468 32 2.030448 3.029666 -2.540875
08:59.352 32 2.035286 3.043322 -2.528944
09:00.184 32 2.040005 3.051867 -2.515664
09:01.488 32 2.043004 3.057580 -2.504954
09:02.670 32 2.125974 3.152155 -2.381854
09:03.883 32 2.129330 3.151176 -2.362238
09:05.605 32 2.130034 3.150404 -2.360833
09:06.727 32 2.130752 3.149488 -2.358839
09:07.504 32 2.131136 3.148870 -2.357363
09:08.681 32 2.213811 3.116255 -2.309605
09:09.520 32 2.213006 3.115988 -2.315465
09:11.213 32 2.212770 3.115746 -2.317418
09:12.100 32 2.212505 3.115500 -2.319177
09:12.866 32 2.212828 3.115259 -2.321485
09:13.907 32 2.213527 3.114970 -2.324159
09:14.576 32 2.303777 3.123607 -2.428945
09:15.605 32 2.307778 3.126404 -2.428099
09:16.504 32 2.314050 3.129442 -2.434074
09:17.840 32 2.324879 3.132815 -2.439509
09:19.152 32 2.325890 3.133298 -2.440161
09:19.935 32 2.327104 3.133881 -2.440776
09:21.212 32 2.376778 3.332253 -2.652778
09:22.107 32 2.377168 3.346998 -2.657445
09:23.765 32 2.377314 3.349082 -2.657714
09:24.666 32 2.377512 3.351231 -2.658143
09:25.522 32 2.378376 3.356154 -2.660018
09:26.503 32 2.378972 3.359758 -2.661079
09:27.907 32 2.299401 3.614801 -2.864048
09:29.663 32 2.297495 3.616259 -2.866035
09:30.531 32 2.295678 3.618191 -2.868415
09:31.337 32 2.293947 3.621061 -2.871456
09:32.510 32 2.292022 3.623985 -2.873786
09:33.303 32 2.290476 3.626210 -2.875079
09:34.013 32 2.116544 3.634464 -2.802516
09:34.875 32 2.109395 3.637743 -2.799919
09:36.016 32 2.105960 3.644202 -2.796161
09:37.090 32 2.102553 3.648366 -2.792357
09:38.795 32 2.101958 3.648757 -2.791979
09:39.609 32 2.101234 3.649230 -2.791619
09:40.227 32 1.998664 3.642632 -2.743309
09:41.302 32 1.992461 3.636406 -2.741344
09:42.811 32 1.992027 3.635969 -2.741277
09:43.686 32 1.991356 3.635440 -2.740529
09:44.610 32 1.990924 3.635180 -2.739964
09:45.589 32 1.990444 3.635029 -2.739249
09:46.563 32 1.913407 3.620511 -2.663806
09:47.383 32 1.910849 3.620352 -2.662642
09:48.809 32 1.908929 3.620299 -2.662038
09:49.834 32 1.908454 3.619154 -2.660762
09:50.743 32 1.907962 3.618087 -2.659385
09:51.629 32 1.907589 3.617367 -2.658133
09:52.573 32 1.878015 3.578747 -2.519286
09:53.787 32 1.878496 3.578315 -2.518438
09:54.923 32 1.877685 3.576245 -2.516702
09:55.973 32 1.876760 3.574515 -2.516589
09:56.807 32 1.874926 3.572356 -2.515775
09:57.755 32 1.873763 3.571254 -2.515709
09:59.177 32 1.778118 3.294312 -4.272120
10:00.195 32 1.806165 3.404576 -4.449204
10:01.949 32 1.808807 3.415885 -4.460081
10:02.765 32 1.811774 3.425223 -4.470519
10:03.579 32 1.814994 3.434331 -4.479358
10:04.766 32 1.816841 3.441065 -4.485354
10:05.855 32 4.167896 3.944003 -6.040481
10:06.814 32 4.674482 3.936089 -6.171067
10:08.492 32 4.742319 3.932543 -6.186655
10:09.352 32 4.807607 3.930148 -6.201734
10:10.215 32 4.871206 3.927468 -6.216805
10:11.280 32 4.932892 3.924718 -6.232342
10:13.022 32 4.881065 2.880193 -9.581640
10:14.718 32 4.759482 2.861504 -9.578092
10:15.716 32 4.666300 2.872092 -9.576060
10:16.891 32 4.543417 2.868831 -9.574438
10:17.847 32 4.421849 2.870651 -9.572813
10:18.653 32 1.620200 3.482075 -9.807200
10:20.191 32 1.609609 3.555923 -9.815205
10:21.130 32 1.599501 3.619491 -9.821040
