timestamp msgid x y z
04:45.460 32 0.292047 -4.829671 2.347537
04:46.839 32 -0.006539 -4.869765 2.362222
04:47.747 32 -0.027131 -4.860040 2.365910
04:49.371 32 -0.029543 -4.858916 2.366930
04:50.290 32 -0.031656 -4.857228 2.367008
04:51.174 32 -0.033909 -4.854892 2.366485
04:52.172 32 -0.036680 -4.852298 2.366346
04:53.331 32 0.036310 -4.992059 1.199493
04:54.779 32 0.038982 -4.988032 1.157062
04:55.818 32 0.040618 -4.982683 1.114082
04:56.798 32 0.043359 -4.978168 1.072914
04:57.683 32 0.045702 -4.973273 1.031952
04:58.708 32 0.046840 -4.967305 0.989173
04:59.608 32 0.154465 -6.787297 -0.448926
05:00.797 32 -0.271444 -7.443117 -0.747969
05:02.471 32 -0.301024 -7.508001 -0.769475
05:03.411 32 -0.330091 -7.576371 -0.790797
05:04.315 32 -0.351521 -7.630044 -0.806922
05:05.913 32 -3.244851 -18.854807 -2.438375
05:06.730 32 -3.414465 -19.090549 -2.436739
05:08.472 32 -3.472507 -19.175138 -2.439151
05:09.366 32 -3.533415 -19.262325 -2.441757
05:10.185 32 -3.595433 -19.346979 -2.441249
05:11.254 32 -3.663774 -19.443089 -2.442901
05:12.263 32 -5.115329 -21.283426 -5.059425
05:13.032 32 -5.062370 -21.150732 -5.072884
05:14.747 32 -5.020766 -21.044416 -5.082150
05:15.732 32 -4.983212 -20.949026 -5.089512
05:16.720 32 -4.936692 -20.829081 -5.098091
05:17.894 32 -0.262453 -5.683619 -4.556098
05:18.832 32 -0.268821 -5.647910 -4.486985
05:20.353 32 -0.273223 -5.615084 -4.433931
05:21.195 32 -0.277611 -5.584716 -4.379550
05:22.482 32 -0.279732 -5.551465 -4.336169
05:23.269 32 -0.282097 -5.522776 -4.305102
05:24.643 32 -1.662830 -14.886413 -1.315606
05:25.567 32 -1.682518 -15.765985 -1.039922
05:27.326 32 -1.679209 -15.827805 -1.015145
05:28.213 32 -1.676127 -15.891901 -0.988853
05:29.074 32 -1.673401 -15.940404 -0.968006
05:30.185 32 -1.669176 -15.998971 -0.941901
05:31.429 32 -2.822758 -16.964619 -3.026824
05:33.044 32 -2.850694 -16.987371 -3.045509
05:33.683 32 -2.876374 -17.007664 -3.060513
05:34.603 32 -2.902344 -17.027283 -3.075061
05:35.383 32 -2.936829 -17.052874 -3.091848
05:37.839 32 -3.112852 -16.416540 -6.395857
05:39.678 32 -3.086278 -16.296354 -6.392528
05:40.521 32 -3.059671 -16.171099 -6.388892
05:41.431 32 -3.030052 -16.029497 -6.385906
05:43.623 32 0.108016 -7.031134 -5.979024
05:44.938 32 0.059423 -7.214704 -5.986259
05:45.664 32 0.001995 -7.399822 -5.989818
05:46.609 32 -0.064580 -7.572874 -5.993947
05:48.014 32 -0.130114 -7.734614 -6.000224
05:48.791 32 -0.188841 -7.893572 -6.013980
05:49.654 32 -1.587424 -13.563691 -5.895375
05:50.606 32 -1.706343 -13.600572 -5.804654
05:52.303 32 -1.722382 -13.603283 -5.791142
05:53.185 32 -1.738784 -13.606512 -5.775417
05:53.962 32 -1.755084 -13.610035 -5.758557
05:55.140 32 -1.771226 -13.613684 -5.740441
05:56.373 32 -2.018924 -12.944502 -3.516178
05:57.044 32 -2.022400 -12.969259 -3.545611
05:58.629 32 -2.021637 -12.984322 -3.552644
05:59.533 32 -2.022292 -13.001784 -3.554305
06:00.365 32 -2.024174 -13.016243 -3.549912
06:01.533 32 -2.027760 -13.034359 -3.538556
06:02.533 32 1.137140 -12.890599 -1.571168
06:04.251 32 1.132127 -12.899831 -1.535434
06:05.066 32 1.126452 -12.907800 -1.499754
06:06.193 32 1.120368 -12.914712 -1.464760
06:07.225 32 1.115503 -12.916641 -1.426308
06:08.258 32 2.880320 -6.537992 1.024080
06:09.302 32 2.878749 -6.543524 1.101719
06:10.513 32 2.877526 -6.552176 1.164330
06:11.496 32 2.879114 -6.564014 1.225232
06:12.256 32 2.882942 -6.573409 1.291909
06:13.401 32 2.888259 -6.581283 1.375825
06:14.782 32 2.988566 -6.623823 3.288132
06:15.706 32 2.994495 -6.624546 3.290123
06:17.514 32 2.995344 -6.625262 3.290499
06:19.759 32 2.995908 -6.625879 3.290881
06:21.320 32 3.214965 -6.556209 3.275527
06:21.924 32 3.219261 -6.564200 3.283400
06:23.606 32 3.220739 -6.570030 3.287056
06:24.585 32 3.221809 -6.575154 3.289210
06:25.302 32 3.225774 -6.578508 3.292511
06:26.367 32 3.229983 -6.580937 3.295004
06:27.323 32 1.177993 -4.209061 3.417669
