timestamp tagid tag_x tag_y tag_z tag_roll tag_pitch tag_yaw
00:06.968 0 0.487080 -0.557472 4.488593 178.68 4.01 158.04
00:07.003 0 0.453991 -0.513528 4.430289 177.59 7.11 157.84
00:07.035 0 0.437226 -0.489100 4.539907 10.17 177.76 -21.09
00:07.069 0 0.383169 -0.447862 4.496783 8.34 173.80 -21.57
00:07.103 0 0.342840 -0.392742 4.476791 179.96 0.18 158.20
00:07.135 0 0.310831 -0.337729 4.440002 176.55 -0.35 158.56
00:07.167 0 0.279427 -0.276470 4.351790 171.16 3.31 159.27
00:07.200 0 0.257730 -0.214303 4.372080 176.75 4.27 159.70
00:07.236 0 0.222665 -0.151283 4.315113 170.05 3.36 159.26
00:07.268 0 0.202371 -0.081697 4.232771 170.11 9.30 159.76
00:07.301 0 0.185289 -0.024492 4.228233 171.88 9.26 160.09
00:07.335 0 0.176824 0.030193 4.228760 169.93 4.74 160.01
00:07.369 0 0.174131 0.084844 4.232566 177.63 9.28 159.85
00:07.403 0 0.166650 0.132597 4.179651 168.27 5.32 160.61
00:07.435 0 0.180170 0.184910 4.173662 170.94 5.36 160.33
00:07.470 0 0.200496 0.220121 4.165811 174.08 2.62 160.71
00:07.502 0 0.230074 0.244845 4.143051 172.22 3.86 160.69
01:45.447 0 0.883632 0.379146 1.208291 177.66 14.81 153.18
01:45.481 0 0.842009 0.387891 1.248048 179.31 13.47 152.73
01:45.547 0 0.861953 0.444639 1.095208 30.72 -179.54 -31.49
01:45.580 0 0.881571 0.422948 1.241307 176.42 14.37 153.49
01:45.614 0 0.954853 0.468653 1.061632 32.98 -177.33 -30.01
01:45.647 0 0.992258 0.429353 1.265312 176.96 10.84 153.42
01:45.681 0 1.062654 0.440620 1.243279 174.95 11.82 153.69
01:45.713 0 1.140597 0.425615 1.493710 178.80 11.64 152.58
01:53.280 0 1.058615 0.386488 2.755466 175.35 1.50 164.30
01:53.315 0 1.039533 0.473344 2.247553 172.78 4.72 164.31
01:53.348 0 1.049754 0.491300 2.260561 173.33 2.06 163.46
01:53.382 0 1.050094 0.508054 2.261765 174.20 4.57 163.49
01:53.414 0 1.044049 0.525256 2.292770 178.47 4.68 163.72
01:53.449 0 1.038296 0.542235 2.282027 173.57 0.97 163.98
01:53.482 0 1.021027 0.548251 2.313938 176.47 -0.43 163.27
01:53.515 0 1.003012 0.573803 2.259564 174.06 5.40 163.95
01:53.548 0 0.973627 0.590272 2.264686 170.60 4.74 162.98
01:53.580 0 0.966363 0.613817 2.253177 172.04 5.38 163.70
01:53.616 0 0.947637 0.642672 2.237533 171.53 5.89 163.89
01:53.646 0 0.915590 0.664194 2.326538 173.58 3.83 163.43
01:53.681 0 0.914162 0.707949 2.200841 168.01 7.57 164.34
01:53.715 0 0.893313 0.730898 2.294672 174.52 3.94 163.35
01:53.746 0 0.885586 0.771920 2.307845 178.02 9.87 162.96
01:53.780 0 0.877499 0.814730 2.261525 172.56 9.55 164.15
01:53.814 0 0.871209 0.863823 2.158389 21.55 -178.72 -18.62
01:53.846 0 0.864824 0.885823 2.280666 169.66 5.88 164.16
01:53.880 0 0.869634 0.902374 2.251957 167.26 2.51 163.64
01:53.913 0 0.882994 0.904696 2.300608 171.97 4.41 163.62
01:53.947 0 0.915754 0.917811 2.155364 21.50 -178.38 -18.27
01:53.982 0 0.919650 0.902142 2.282506 168.18 4.36 164.16
01:54.013 0 0.933144 0.906291 2.293015 172.74 7.94 164.06
01:54.047 0 0.941560 0.911407 2.284341 169.96 3.41 163.44
01:54.081 0 0.954409 0.926355 2.312596 173.83 4.73 163.26
01:54.114 0 0.969864 0.951685 2.207039 166.47 7.31 163.82
01:54.148 0 0.976122 0.978097 2.315787 170.80 3.09 163.75
01:54.181 0 0.993456 1.009438 2.315157 172.55 6.94 163.68
01:54.215 0 0.997608 1.036840 2.239755 166.38 6.16 163.76
01:54.248 0 0.999036 1.059450 2.305714 167.39 3.72 163.77
01:54.280 0 1.013755 1.077924 2.257728 167.38 7.70 164.08
01:54.315 0 1.025051 1.088356 2.256457 165.08 4.34 163.58
01:54.347 0 1.050084 1.097710 2.318727 170.80 0.99 163.16
01:54.384 0 1.081076 1.087566 2.199801 162.13 4.16 163.49
01:54.415 0 1.110118 1.077023 2.324923 167.94 -0.95 163.19
01:54.449 0 1.135077 1.060552 2.233740 162.40 1.40 163.40
01:54.481 0 1.171472 1.045466 2.253293 164.66 -1.45 162.86
01:54.514 0 1.202891 1.026786 2.240688 163.39 -0.51 163.12
01:54.548 0 1.237687 1.018126 2.279760 166.29 -1.61 162.93
01:54.582 0 1.268580 1.018776 2.285403 166.68 -1.13 162.97
01:54.616 0 1.319199 1.029156 2.727005 167.14 0.01 163.70
01:54.948 0 1.408846 0.802638 2.767775 169.11 -3.26 162.84
01:55.014 0 1.378640 0.771468 2.362879 173.04 -2.82 162.20
01:55.048 0 1.369397 0.760997 2.308556 170.13 -2.21 161.53
01:55.080 0 1.344901 0.739009 2.392256 172.76 -5.51 161.98
01:55.115 0 1.322427 0.715690 2.352813 172.51 0.67 162.39
01:55.147 0 1.302143 0.678688 2.331724 172.44 -2.48 162.16
01:55.182 0 1.305756 0.624502 2.428877 177.70 -4.91 162.25
01:55.214 0 1.285629 0.595000 2.229420 167.15 -0.79 161.75
01:55.248 0 1.337921 0.488138 2.845915 174.75 -4.28 162.63
01:56.179 0 1.011095 0.337683 2.828310 171.70 3.22 163.10
01:56.214 0 1.004651 0.408535 2.438354 175.88 -0.01 162.05
01:56.248 0 0.980729 0.408231 2.371488 174.07 3.94 162.61
01:56.280 0 0.971525 0.395784 2.403824 174.52 2.99 162.64
01:56.316 0 0.965235 0.317323 2.856018 175.06 1.32 163.91
02:28.607 0 1.536218 -0.583957 0.965627 166.04 0.18 156.95
02:28.643 0 1.543499 -0.611136 1.198732 171.67 -4.20 157.01
02:28.675 0 1.543678 -0.604112 1.250956 171.67 -2.73 157.45
02:28.742 0 1.513564 -0.579480 1.129223 170.03 -2.84 157.08
02:28.776 0 1.528025 -0.614489 1.301093 177.79 -3.98 157.06
02:28.808 0 1.500820 -0.585004 1.055954 170.02 -3.12 157.00
02:28.841 0 1.538786 -0.582855 1.184986 173.24 -2.25 156.65
02:28.874 0 1.555112 -0.528588 0.990973 167.73 -0.87 156.95
02:28.910 0 1.573450 -0.566566 1.261249 21.49 -177.84 -21.21
02:28.940 0 1.516336 -0.542676 1.023483 168.06 -2.03 156.62
02:28.975 0 1.507434 -0.582684 1.259948 177.03 -3.90 156.59
02:29.009 0 1.461499 -0.564613 1.122811 172.22 0.41 157.35
02:29.040 0 1.463542 -0.581348 1.271806 176.35 -6.33 156.82
02:29.073 0 1.415735 -0.509678 0.941281 165.58 -2.08 156.87
02:29.106 0 1.449705 -0.508499 1.159894 172.36 0.43 157.69
02:29.140 0 1.470543 -0.476349 1.189336 172.48 -1.05 156.57
02:29.206 0 1.407576 -0.290860 0.628037 157.11 4.38 156.31
02:29.240 0 1.471188 -0.312004 1.245411 170.05 -4.86 156.06
02:29.274 0 1.480502 -0.230418 0.941734 162.62 0.98 156.10
02:29.307 0 1.519294 -0.254810 1.255922 173.87 -4.73 156.04
02:29.340 0 1.523016 -0.230597 1.162327 168.28 -4.90 155.28
02:29.373 0 1.509069 -0.203725 0.900138 162.84 -0.70 156.24
02:29.407 0 1.554631 -0.213640 1.074250 166.77 -2.51 154.92
02:29.439 0 1.583229 -0.192731 1.119242 172.45 -3.39 155.99
02:29.472 0 1.549405 -0.131654 0.638986 35.81 -163.79 -19.57
02:29.539 0 1.624296 -0.165129 1.042060 166.82 -6.18 155.31
02:29.572 0 1.605104 -0.160198 0.965053 164.33 -6.02 153.95
02:29.640 0 1.626928 -0.182491 0.996193 169.66 3.41 154.78
02:29.672 0 1.645451 -0.203152 1.140102 170.84 -6.23 153.96
02:29.705 0 1.646809 -0.193856 1.074473 168.76 -7.64 154.22
02:29.739 0 1.656522 -0.185368 1.047207 170.70 -1.71 153.79
02:29.773 0 1.648081 -0.171444 1.005467 172.71 2.48 154.78
02:29.806 0 1.678084 -0.172708 1.079096 171.88 -1.58 154.07
02:29.840 0 1.694336 -0.140110 0.914797 29.12 -169.81 -22.04
02:29.873 0 1.790495 0.279330 0.966652 163.06 -6.78 157.10
02:29.906 0 1.822578 0.295145 1.050448 164.42 -4.45 156.53
02:29.940 0 1.835611 0.288994 1.053363 166.34 -3.63 156.68
02:29.974 0 1.840008 0.292418 0.919459 19.80 -164.81 -17.54
02:30.007 0 1.875155 0.274030 1.032439 166.46 -7.66 156.53
02:30.076 0 1.868529 0.241453 0.866169 159.48 -6.25 155.85
02:30.112 0 1.915987 0.197602 0.945535 164.00 -7.31 155.95
02:30.139 0 1.938433 0.168128 0.846040 160.30 -3.71 155.46
02:30.174 0 2.018429 0.035941 0.836398 163.95 -6.19 156.02
02:30.206 0 2.096480 0.030367 0.879452 164.61 -10.70 155.15
02:30.242 0 2.146664 0.010646 0.843969 167.04 -5.81 156.12
02:30.276 0 2.253966 -0.004398 0.909054 168.85 -10.12 155.65
02:30.440 0 2.240400 -0.088040 0.977100 174.90 -10.04 155.96
02:30.471 0 2.153855 -0.023796 0.815814 171.27 -1.85 156.52
02:30.506 0 2.129396 0.049374 0.798163 163.39 -7.09 155.45
02:30.541 0 2.094981 0.120482 0.740027 163.72 -4.86 155.39
02:30.575 0 2.127170 0.187434 0.897549 15.31 -166.73 -18.15
02:30.609 0 2.100870 0.229255 0.767287 162.45 -10.84 155.10
02:30.641 0 1.912866 0.162547 -0.041623 165.11 -9.10 156.41
02:30.677 0 1.953144 0.197052 0.016398 16.42 -164.10 -17.22
02:30.707 0 1.956140 0.198519 0.021514 165.95 -17.48 156.05
02:30.739 0 1.932485 0.198168 -0.118670 162.64 -11.45 155.36
02:30.775 0 1.973111 0.193315 0.032815 168.72 -18.17 156.52
02:30.807 0 1.931819 0.184857 -0.019556 167.88 -14.14 156.90
02:30.840 0 1.903621 0.170418 -0.046634 165.69 -11.48 157.08
02:30.875 0 1.865635 0.166313 -0.129614 162.18 -10.83 156.11
02:30.907 0 1.835612 0.157363 0.003952 171.73 -7.29 159.06
02:30.974 0 1.703653 0.204990 -0.205595 160.11 -6.71 157.31
02:31.005 0 1.692573 0.221867 0.023374 170.40 -6.54 160.04
02:31.040 0 1.589308 0.246912 -0.109183 163.24 -4.96 158.75
02:31.072 0 1.555064 0.267178 0.090139 5.68 -178.29 -18.92
02:31.106 0 1.458803 0.312335 -0.071047 162.91 -7.44 159.57
02:31.140 0 1.391547 0.348422 0.025179 167.94 -8.00 160.30
02:31.173 0 1.398239 0.093159 0.003520 177.71 4.15 161.31
02:31.206 0 1.326531 0.101023 0.028376 169.97 -6.06 160.63
02:31.239 0 1.258579 0.127365 -0.231942 160.05 -5.37 160.81
02:31.273 0 1.276141 0.156404 -0.014374 167.86 -6.31 161.61
02:31.306 0 1.163068 0.026000 -0.251834 24.33 -171.12 -15.73
02:31.339 0 1.134382 -0.019672 0.042397 176.51 -8.82 161.78
02:31.373 0 1.139301 -0.015118 0.033683 170.72 -6.09 161.76
02:31.406 0 1.119259 -0.004646 -0.019890 169.40 -5.02 162.42
02:31.440 0 1.118895 0.007389 -0.034351 168.57 -8.52 161.93
02:31.473 0 1.116486 0.015821 -0.111389 170.77 2.30 163.36
02:31.505 0 1.124539 0.015268 0.010227 177.32 0.15 163.83
02:31.539 0 1.099480 0.018070 -0.027629 170.53 -4.10 163.13
02:31.572 0 1.097569 0.050209 -0.011189 170.86 -5.52 163.56
02:31.606 0 1.060285 0.070746 -0.026365 172.59 -2.36 163.94
02:31.639 0 1.178029 0.322352 0.239122 172.61 -7.16 164.12
02:31.673 0 1.156932 0.307304 0.287414 13.09 177.20 -15.19
02:31.707 0 1.111123 0.260122 0.284609 11.58 175.29 -15.77
02:31.739 0 1.077216 0.259196 0.176915 169.33 -4.07 164.33
02:31.772 0 1.050470 0.241146 0.250010 173.34 -6.35 164.11
02:31.805 0 1.015255 0.246147 0.007520 165.28 8.33 164.25
02:31.839 0 1.003538 0.256458 0.223467 171.86 -4.42 164.70
02:31.872 0 1.006711 0.288188 0.195037 171.46 -0.60 164.64
02:31.906 0 0.997129 0.319854 0.217730 1.15 173.10 -15.45
02:31.939 0 1.026483 0.340426 0.064525 163.31 1.36 164.34
02:31.971 0 1.068224 0.343100 -0.098350 26.44 -176.64 -15.29
02:32.006 0 1.117355 0.313556 0.162085 172.77 -1.62 164.46
02:32.038 0 1.132907 0.321777 -0.224655 156.03 2.07 164.66
02:32.072 0 1.177249 0.296486 0.172709 169.81 -8.23 163.47
02:32.108 0 1.207020 0.277535 0.051846 165.52 -2.81 164.01
02:32.139 0 1.217276 0.245409 0.116290 168.68 -3.35 163.32
02:32.176 0 1.241035 0.257013 0.164053 171.05 -6.52 163.86
02:32.206 0 1.217411 0.260165 0.131517 170.53 -6.75 163.41
02:32.239 0 1.200459 0.263056 0.123042 171.11 -4.38 163.86
02:32.272 0 1.203324 0.273848 -0.001341 164.15 -3.09 162.64
02:32.307 0 1.244517 0.272380 0.115681 174.97 -10.48 162.68
02:32.341 0 1.290246 0.276225 0.091645 177.67 -11.32 162.95
02:32.373 0 1.350161 0.279837 0.010790 166.96 -6.02 162.39
02:32.407 0 1.403522 0.279073 -0.188084 161.77 -3.82 161.30
02:32.438 0 1.458037 0.275944 -0.142050 165.79 -9.29 160.63
02:32.475 0 1.472605 0.263670 -0.152930 164.81 -8.11 160.31
02:32.540 0 1.550639 0.229975 -0.098746 169.75 -11.30 160.21
02:32.573 0 1.578577 0.249956 -0.289982 24.64 -172.17 -16.16
02:32.608 0 1.571633 0.233014 -0.473925 159.74 -3.83 159.00
02:32.639 0 1.626730 0.230427 -0.389295 165.38 -4.35 159.80
02:32.674 0 1.658450 0.207677 -0.205353 173.88 -9.63 160.16
02:32.706 0 1.642020 0.214531 -0.354831 170.67 -4.02 159.82
02:32.739 0 1.675662 0.231098 -0.373277 168.13 -8.56 159.51
02:32.771 0 1.668371 0.225906 -0.415368 169.08 -9.34 159.21
02:32.808 0 1.690388 0.218161 -0.390164 170.04 -13.56 157.80
02:32.841 0 1.741487 0.204076 -0.399921 171.81 -11.18 158.63
02:32.874 0 1.757868 0.177475 -0.528735 167.53 -12.04 158.17
02:32.908 0 1.793579 0.150999 -0.512561 170.02 -12.68 157.77
02:32.941 0 1.765485 0.132446 -0.555939 171.35 -13.78 158.20
02:32.974 0 1.727567 0.104763 -0.554977 171.46 -14.45 157.25
02:33.005 0 1.662601 0.099251 -0.809205 164.30 -5.33 157.35
02:33.039 0 1.689445 0.042272 -0.557461 173.72 -15.86 157.32
02:33.107 0 1.613033 0.009844 -0.660808 173.59 -9.46 157.76
02:33.140 0 1.542287 -0.016305 -0.656064 177.25 -8.47 158.15
02:33.172 0 1.480903 -0.039044 -0.655012 177.52 -14.55 157.24
02:33.207 0 1.408795 -0.045654 -0.699200 18.50 -179.46 -19.37
02:33.240 0 1.331561 -0.024934 -0.821522 168.98 -6.52 157.03
02:33.274 0 1.264129 -0.054053 -0.743681 175.76 -9.74 157.10
02:33.305 0 1.187816 -0.094877 -0.723875 178.79 -14.41 156.54
02:33.340 0 1.122314 -0.103139 -0.782731 175.49 -3.42 158.58
02:33.372 0 1.045684 -0.111381 -0.788181 176.48 -8.55 157.18
02:33.406 0 0.978340 -0.108093 -0.782808 177.98 -2.32 158.15
02:33.440 0 0.906793 -0.119961 -0.821208 175.77 -5.28 157.78
02:33.474 0 0.857416 -0.130820 -0.800284 0.16 -178.12 -22.03
02:33.507 0 0.809410 -0.132020 -0.818040 179.84 -0.76 158.32
02:33.540 0 0.753973 -0.128646 -0.917137 174.03 -3.35 158.41
02:33.572 0 0.712279 -0.135603 -0.953788 174.54 -1.05 158.30
02:33.607 0 0.633873 -0.150992 -0.929772 176.01 -1.30 158.04
02:33.640 0 0.566149 -0.158542 -0.978151 179.10 -3.96 158.17
02:34.075 0 0.596589 0.062028 -1.425317 168.31 1.87 160.07
02:34.106 0 0.677431 0.076202 -1.461362 166.89 2.94 160.47
02:34.138 0 0.754337 0.079025 -1.425190 168.97 1.29 160.14
02:34.172 0 0.829474 0.075637 -1.348290 178.83 -4.19 159.31
02:34.206 0 0.904567 0.088940 -1.471941 168.88 -2.13 159.49
02:34.239 0 0.995229 0.121724 -1.482889 171.20 -3.47 158.99
02:34.272 0 1.073120 0.144891 -1.452100 172.82 -5.44 158.91
02:34.305 0 1.123647 0.215491 -1.777541 33.28 -172.93 -19.04
02:34.337 0 1.189017 0.205988 -1.509598 20.23 -175.59 -20.01
02:34.370 0 1.230278 0.231802 -1.638731 166.76 -3.49 158.10
02:34.405 0 1.325293 0.219041 -1.223292 170.37 -3.49 158.88
02:34.438 0 1.323036 0.277463 -1.682491 167.38 -5.79 157.48
02:34.472 0 1.399505 0.284720 -1.604970 176.76 -7.31 158.01
02:34.507 0 1.444656 0.301599 -1.732825 166.67 -10.34 156.90
02:34.540 0 1.508139 0.310953 -1.707340 170.66 -12.80 156.92
02:34.573 0 1.539611 0.315348 -1.788648 169.75 -10.05 156.79
02:34.938 0 1.636672 0.204566 -1.661368 176.04 -13.04 159.03
02:35.006 0 1.450905 0.138817 -2.023989 174.41 -17.20 157.73
02:35.039 0 1.382306 0.123595 -2.210575 31.94 -171.12 -16.67
02:35.073 0 1.337393 0.040311 -2.060069 175.94 -15.48 158.22
02:35.106 0 1.292886 0.019955 -2.079890 177.61 -12.74 158.94
02:35.139 0 1.239164 -0.029676 -2.091616 175.34 -14.36 158.67
03:13.197 0 0.452498 -0.221339 0.833764 8.47 171.73 -28.74
03:13.230 0 0.546688 -0.188078 0.618252 12.08 175.79 -28.66
03:13.264 0 0.587335 -0.167876 0.643462 173.91 14.83 154.40
03:13.298 0 0.669327 -0.117953 0.444003 27.63 178.47 -32.13
03:13.330 0 0.672060 -0.084456 0.632286 11.26 178.04 -28.45
03:13.364 0 0.734701 -0.020650 0.514361 21.45 -179.24 -31.05
03:13.396 0 0.775840 0.052239 0.492592 22.87 -178.50 -31.19
03:13.428 0 0.765949 0.118795 0.677891 6.66 -178.59 -28.36
03:13.464 0 0.783293 0.178149 0.724407 1.93 -178.52 -28.32
03:13.499 0 0.801410 0.216013 0.728921 0.91 179.89 -28.00
03:13.530 0 0.810203 0.243418 0.770824 0.17 179.08 -27.88
03:13.564 0 0.844202 0.252961 0.595876 16.01 -179.79 -30.39
03:13.596 0 0.852504 0.295957 0.628646 15.53 -178.55 -30.32
03:13.630 0 0.856066 0.347008 0.756643 2.59 -179.76 -28.18
03:13.664 0 0.852604 0.418335 0.966480 4.35 179.03 -28.88
03:18.161 0 1.373153 -0.262345 2.397231 15.74 179.61 -24.31
03:18.197 0 1.361674 -0.407360 2.475199 5.84 175.33 -25.63
03:18.229 0 1.332649 -0.538498 2.439088 173.42 -17.28 153.09
03:18.263 0 1.324618 -0.653423 2.415204 16.28 170.22 -25.59
03:18.295 0 1.299259 -0.766490 2.339317 173.72 -3.29 153.81
03:18.328 0 1.283083 -0.881264 2.344372 177.10 0.82 154.20
03:18.362 0 1.276697 -0.941071 2.260503 28.91 -173.59 -26.81
03:18.397 0 1.260455 -1.028212 2.323240 20.83 -178.64 -26.57
03:18.432 0 1.255161 -1.072859 2.331468 179.33 -9.06 152.61
03:18.462 0 1.247918 -1.095327 2.352740 12.51 172.66 -27.40
03:18.497 0 1.227096 -1.105805 2.333302 2.30 178.23 -27.17
03:18.529 0 1.220441 -1.075763 2.208142 29.88 -174.15 -26.95
03:18.563 0 1.206302 -1.096555 2.318867 0.94 176.77 -27.28
03:18.596 0 1.202820 -1.075140 2.295785 27.23 -175.72 -28.88
03:18.629 0 1.175528 -1.105239 2.383650 12.39 171.39 -28.04
03:18.664 0 1.146837 -1.116489 2.361279 2.59 -175.87 -28.74
03:18.696 0 1.127062 -1.120227 2.285687 0.74 174.58 -27.55
03:18.729 0 1.085441 -1.187757 2.406946 4.32 -179.33 -27.84
03:18.764 0 1.057812 -1.206005 2.348034 4.95 -179.76 -28.05
03:18.797 0 1.038999 -1.228559 2.305009 2.83 176.20 -27.51
03:20.130 0 0.430017 -0.925894 2.074622 174.34 11.05 157.17
03:20.162 0 0.422777 -0.902904 2.150328 1.21 177.97 -24.17
03:20.196 0 0.441583 -0.856802 2.134770 1.51 171.49 -23.78
03:20.229 0 0.439272 -0.823660 2.158295 1.46 176.85 -24.63
03:20.263 0 0.455325 -0.779103 2.150496 177.46 7.54 156.21
03:20.296 0 0.496892 -0.727792 2.027225 171.91 12.47 158.04
03:20.329 0 0.492495 -0.708399 2.155648 1.86 176.60 -24.80
03:20.362 0 0.504907 -0.670949 2.162792 178.39 8.90 156.33
03:20.394 0 0.544113 -0.592679 1.910794 28.88 176.89 -28.94
03:20.429 0 0.495314 -0.570630 2.152815 178.13 2.14 156.66
03:20.462 0 0.482292 -0.508495 2.038931 15.71 177.95 -26.63
03:20.496 0 0.430303 -0.454785 2.132332 179.32 3.32 154.92
03:20.531 0 0.401276 -0.391507 2.075603 172.38 14.24 156.86
