timestamp msgid x y z
00:48.917 32 0.388860 0.369949 -1.546057
00:49.744 32 0.395464 0.367243 -1.545366
00:50.852 32 0.399685 0.369334 -1.545813
00:52.765 32 0.631284 0.310250 -1.633942
00:54.027 32 0.662415 0.299874 -1.649726
00:55.759 32 0.664901 0.298958 -1.651465
00:56.653 32 0.668035 0.297743 -1.653610
00:57.461 32 0.670610 0.296878 -1.655247
00:58.662 32 0.672327 0.296400 -1.656250
00:59.587 32 0.971896 0.265673 -1.840181
01:00.319 32 0.978503 0.264802 -1.838662
01:02.131 32 0.985137 0.264324 -1.839726
01:02.987 32 0.990442 0.264108 -1.839942
01:04.111 32 0.994646 0.264173 -1.839272
01:05.018 32 0.998907 0.263447 -1.840389
01:05.940 32 1.257937 0.222200 -1.840545
01:06.940 32 1.267166 0.197060 -1.830008
01:08.681 32 1.268311 0.196112 -1.829559
01:09.568 32 1.269247 0.195230 -1.828855
01:10.417 32 1.269821 0.194609 -1.828171
01:11.557 32 1.270413 0.193807 -1.827148
01:12.855 32 1.365244 0.249437 -1.755753
01:13.374 32 1.364714 0.249999 -1.754659
01:15.032 32 1.363448 0.250318 -1.753294
01:15.937 32 1.362512 0.250632 -1.751743
01:16.811 32 1.361503 0.251043 -1.749905
01:17.955 32 1.360382 0.251043 -1.748616
01:18.615 32 1.321143 0.347690 -1.658649
01:20.341 32 1.319849 0.349872 -1.659908
01:21.191 32 1.319110 0.351456 -1.659537
01:22.176 32 1.316422 0.353464 -1.660730
01:23.420 32 1.314566 0.354916 -1.660124
01:24.172 32 1.312448 0.357652 -1.661096
01:25.171 32 1.255320 0.517526 -1.681828
01:26.143 32 1.251864 0.530451 -1.683039
01:27.881 32 1.251396 0.532129 -1.683315
01:28.783 32 1.250987 0.533645 -1.683382
01:29.701 32 1.250702 0.534690 -1.683302
01:30.740 32 1.250350 0.535983 -1.683038
01:32.109 32 1.231234 0.719695 -1.755188
01:32.638 32 1.231603 0.720051 -1.757131
01:34.270 32 1.231869 0.720382 -1.758734
01:35.275 32 1.232100 0.720690 -1.760451
01:35.927 32 1.232460 0.721331 -1.762413
01:37.129 32 1.233202 0.723142 -1.764055
01:38.112 32 1.233982 0.725121 -1.766326
01:39.975 32 1.187830 0.802420 -1.634455
01:40.469 32 1.185897 0.804962 -1.632843
01:42.172 32 1.184662 0.806625 -1.631179
01:43.177 32 1.183349 0.808478 -1.628888
01:43.839 32 1.182532 0.809020 -1.627352
01:45.034 32 1.181965 0.809029 -1.625985
01:45.810 32 1.143142 0.915642 -1.617299
01:47.513 32 1.142308 0.917239 -1.616419
01:48.156 32 1.140398 0.918043 -1.616930
01:49.164 32 1.138695 0.918424 -1.616562
01:50.367 32 1.136817 0.919510 -1.617976
01:51.117 32 1.135356 0.920521 -1.618021
01:52.240 32 0.993310 0.966908 -1.821704
01:53.285 32 0.983267 0.966667 -1.845810
01:55.064 32 0.982238 0.966854 -1.847772
01:56.017 32 0.981058 0.967870 -1.849319
01:56.861 32 0.980034 0.968323 -1.850720
01:58.269 32 1.193078 0.550936 -4.042436
01:58.864 32 1.208792 0.549645 -4.082760
02:00.449 32 1.217250 0.549854 -4.105975
02:01.379 32 1.229909 0.549086 -4.134580
02:02.077 32 1.244695 0.548824 -4.160783
02:03.221 32 1.260090 0.547962 -4.183665
02:05.440 32 -0.146994 -3.108788 -5.854219
02:06.407 32 -0.098561 -2.828399 -5.909354
02:08.013 32 -0.042426 -2.474211 -5.967669
02:08.957 32 0.022623 -2.109978 -6.028052
02:09.977 32 0.096100 -1.711066 -6.095717
02:11.104 32 1.247313 0.683744 -6.194300
02:11.944 32 1.229540 0.675015 -6.061506
02:13.808 32 1.225646 0.673094 -6.037997
02:14.729 32 1.220035 0.671193 -6.007960
02:15.499 32 1.214889 0.670433 -5.983877
02:16.610 32 1.209298 0.669187 -5.958901
02:17.209 32 0.932019 0.458991 -2.116067
02:18.320 32 0.933995 0.453804 -2.116563
02:19.762 32 0.935674 0.451792 -2.117059
02:20.644 32 0.935256 0.449943 -2.105470
02:21.708 32 0.935108 0.447952 -2.089073
02:22.703 32 0.934645 0.446327 -2.073976
02:23.913 32 0.847883 0.359411 -4.839492
02:25.389 32 0.851702 0.361845 -4.851470
02:26.217 32 0.855296 0.361948 -4.861810
02:27.416 32 0.857790 0.359861 -4.870470
02:28.143 32 0.859134 0.356336 -4.879262
02:29.142 32 0.858850 0.350943 -4.894685
02:30.634 32 0.639516 0.258355 -5.754026
02:31.635 32 0.797743 0.503265 -5.499523
02:33.399 32 0.809672 0.521923 -5.477787
02:34.238 32 0.819701 0.539074 -5.454924
02:35.076 32 0.829186 0.554937 -5.431944
02:36.788 32 0.944025 1.044111 -7.618718
02:37.461 32 0.942564 1.045795 -7.634155
02:39.062 32 0.942627 1.045843 -7.640032
02:39.989 32 0.943240 1.045502 -7.650944
02:40.795 32 0.943929 1.045147 -7.659687
02:41.865 32 0.944627 1.044776 -7.668087
02:42.529 32 0.977922 1.077933 -8.039139
02:43.996 32 0.981644 1.074876 -8.049253
02:45.067 32 0.986432 1.067187 -8.061274
02:45.887 32 0.988376 1.059695 -8.073078
02:47.265 32 0.992256 1.048627 -8.085569
02:48.212 32 0.998493 1.034152 -8.098417
02:49.036 32 1.144194 0.111738 -6.387517
02:49.984 32 1.105772 0.125626 -6.089519
02:51.874 32 1.107033 0.131045 -6.062219
02:52.710 32 1.110072 0.136819 -6.035479
02:53.571 32 1.114752 0.142833 -6.009029
02:56.065 32 1.200087 0.142322 -2.573524
02:57.958 32 1.197756 0.145512 -2.567302
02:58.673 32 1.196187 0.148242 -2.562335
02:59.569 32 1.194769 0.150640 -2.557421
03:00.726 32 1.193998 0.152080 -2.553877
03:02.431 32 1.097565 0.017740 -2.269838
03:04.007 32 1.096591 0.017504 -2.269157
03:04.875 32 1.095128 0.018654 -2.268622
03:05.833 32 1.094693 0.018276 -2.268037
03:06.973 32 1.094613 0.017293 -2.267457
03:08.089 32 1.063679 -0.067868 -2.221694
03:09.239 32 1.066633 -0.071451 -2.222219
03:10.074 32 1.068054 -0.070833 -2.215803
03:11.788 32 1.068796 -0.070788 -2.214898
03:12.689 32 1.069686 -0.070728 -2.213908
03:13.547 32 1.070474 -0.070665 -2.213120
03:15.029 32 1.149052 -0.194481 -2.109656
03:16.537 32 1.149962 -0.195412 -2.108025
03:17.173 32 1.151396 -0.196763 -2.105923
03:18.052 32 1.152711 -0.197889 -2.104027
03:19.364 32 1.153515 -0.198450 -2.103049
03:20.038 32 1.155024 -0.199194 -2.101551
03:20.762 32 1.123293 -0.209308 -1.907366
03:22.541 32 1.122222 -0.210263 -1.902176
03:23.614 32 1.119700 -0.209040 -1.897894
03:24.286 32 1.117491 -0.208530 -1.898713
03:25.590 32 1.116133 -0.209444 -1.898254
03:27.134 32 1.374882 -0.699341 -4.241887
03:28.261 32 1.239178 -0.909800 -4.309862
03:29.915 32 1.223953 -0.933160 -4.314321
03:30.784 32 1.207385 -0.957634 -4.319312
03:31.619 32 1.189580 -0.983034 -4.325243
03:33.968 32 0.671559 -0.771021 -5.993001
03:34.869 32 0.773876 -0.571521 -5.995964
03:36.676 32 0.797431 -0.529927 -5.995811
03:37.572 32 0.820734 -0.493704 -5.995864
03:38.426 32 0.843679 -0.462477 -5.995384
03:39.288 32 0.842093 -0.518830 -3.159258
03:40.054 32 0.835552 -0.520032 -3.072878
03:41.885 32 0.831847 -0.519680 -3.020881
03:42.814 32 0.826205 -0.519444 -2.966909
03:43.505 32 0.820561 -0.519332 -2.912945
03:44.815 32 0.813399 -0.519045 -2.858321
03:45.850 32 0.486107 -0.561642 -1.847256
03:47.631 32 0.484820 -0.563107 -1.846859
03:48.653 32 0.483817 -0.564585 -1.846721
03:49.345 32 0.481652 -0.566274 -1.847190
03:50.511 32 0.480013 -0.568016 -1.847611
03:51.614 32 0.478804 -0.569781 -1.847785
03:52.581 32 0.354881 -0.757950 -1.701670
03:53.538 32 0.355210 -0.761677 -1.696490
03:55.292 32 0.354781 -0.762381 -1.696347
03:56.191 32 0.354586 -0.763529 -1.696343
03:57.026 32 0.354588 -0.765093 -1.696403
03:58.154 32 0.354351 -0.765737 -1.696358
03:59.249 32 0.238875 -0.760717 -1.701521
04:00.761 32 0.238716 -0.758124 -1.699753
04:01.410 32 0.238621 -0.755591 -1.698458
04:02.362 32 0.238591 -0.753132 -1.697792
04:03.554 32 0.238650 -0.750311 -1.697527
04:04.295 32 0.238720 -0.747928 -1.697565
04:04.893 32 0.125959 -0.788904 -1.485094
04:05.592 32 0.126238 -0.785321 -1.484243
04:07.091 32 0.126707 -0.782670 -1.483171
04:08.065 32 0.127133 -0.779540 -1.482932
04:08.962 32 0.127337 -0.776959 -1.483669
04:09.971 32 0.127413 -0.774196 -1.485200
04:11.497 32 0.123478 -0.619451 -1.450509
04:12.445 32 0.126829 -0.609197 -1.446696
04:14.238 32 0.127122 -0.607710 -1.446184
04:15.139 32 0.127307 -0.606480 -1.446005
04:15.897 32 0.127285 -0.605316 -1.445487
04:17.003 32 0.127099 -0.604220 -1.444697
04:17.483 32 0.082853 -0.437200 -1.382216
04:18.590 32 0.083502 -0.428909 -1.378573
04:20.089 32 0.084530 -0.426078 -1.377307
04:21.251 32 0.084393 -0.422408 -1.375087
04:22.052 32 0.084291 -0.418825 -1.373766
04:22.950 32 0.084340 -0.415152 -1.373105
04:24.251 32 -0.061350 -0.125518 -1.092914
04:25.132 32 -0.074057 -0.108584 -1.068836
04:26.818 32 -0.075514 -0.106736 -1.066605
04:27.700 32 -0.076882 -0.105041 -1.064799
04:28.493 32 -0.078087 -0.102613 -1.061452
04:29.548 32 -0.079175 -0.100122 -1.058041
04:30.866 32 -0.247406 0.105207 -0.873063
04:31.688 32 -0.248836 0.099415 -0.879591
04:33.448 32 -0.250060 0.097507 -0.885782
04:34.408 32 -0.251073 0.094432 -0.890429
04:35.298 32 -0.252855 0.093036 -0.896492
04:36.850 32 -0.227874 -0.194829 -3.167678
04:37.660 32 -0.252449 -0.264471 -3.193349
04:39.166 32 -0.266770 -0.305131 -3.207748
04:40.099 32 -0.286378 -0.357118 -3.229168
04:41.046 32 -0.308273 -0.412331 -3.249819
04:41.980 32 -0.332976 -0.470364 -3.270401
04:42.770 32 -0.145524 -0.223091 -4.724175
04:44.449 32 -0.113763 -0.181202 -4.717325
04:45.398 32 -0.079887 -0.134587 -4.713125
04:46.461 32 -0.054492 -0.099075 -4.705477
04:47.489 32 -0.027752 -0.060466 -4.701127
04:48.471 32 -0.008854 -0.031714 -4.694483
04:49.343 32 -0.342095 0.609856 -4.485066
04:50.281 32 -0.415369 0.407566 -4.223568
04:52.106 32 -0.418256 0.390268 -4.203587
04:53.014 32 -0.420256 0.373888 -4.183654
04:53.785 32 -0.421040 0.357802 -4.163271
04:54.988 32 -0.420869 0.342196 -4.142418
04:56.088 32 0.043792 -0.730263 -0.815894
04:56.862 32 0.046917 -0.742207 -0.799875
04:58.767 32 0.044910 -0.748671 -0.789185
04:59.670 32 0.043394 -0.754180 -0.780025
05:00.467 32 0.042277 -0.758071 -0.773639
05:02.123 32 0.104812 -1.159487 -0.399700
05:03.856 32 0.105986 -1.163144 -0.398780
05:04.759 32 0.106029 -1.163459 -0.397590
05:05.809 32 0.107004 -1.166443 -0.396752
05:06.749 32 0.106642 -1.167784 -0.394861
05:07.786 32 0.106199 -1.170124 -0.392653
05:08.885 32 0.103350 -1.569984 -0.468449
05:09.976 32 0.100229 -1.646931 -0.492623
05:11.626 32 0.101399 -1.649760 -0.486612
05:12.519 32 0.102420 -1.653010 -0.481411
05:13.291 32 0.103309 -1.656644 -0.477199
05:14.436 32 0.104119 -1.660603 -0.473730
05:15.017 32 0.050844 -1.467192 0.367737
05:15.557 32 0.049948 -1.464140 0.375679
05:17.225 32 0.049212 -1.461291 0.382895
05:18.142 32 0.048215 -1.457880 0.387877
05:18.964 32 0.046939 -1.454592 0.396358
05:20.113 32 0.045608 -1.451464 0.401723
05:20.916 32 0.101301 -1.170717 0.588544
05:22.036 32 0.104265 -1.162996 0.590860
05:23.052 32 0.109047 -1.148256 0.592472
05:24.284 32 0.114664 -1.134063 0.595597
05:25.012 32 0.119780 -1.120773 0.597775
05:26.126 32 0.122960 -1.108829 0.599789
05:27.479 32 0.085351 -0.761319 0.762515
05:28.409 32 0.092316 -0.721908 0.772447
05:30.008 32 0.094238 -0.716560 0.773346
05:30.986 32 0.096179 -0.711122 0.773959
05:31.831 32 0.096649 -0.705354 0.775064
05:32.822 32 0.095559 -0.696249 0.777211
05:33.902 32 0.015028 0.003547 0.935884
05:34.769 32 0.012523 0.014431 0.936647
05:36.182 32 0.010695 0.021621 0.936713
05:37.208 32 0.009216 0.030741 0.937352
05:38.215 32 0.008339 0.040841 0.938164
05:39.121 32 0.007635 0.048689 0.938199
05:40.080 32 0.005421 0.059930 0.939757
05:41.110 32 0.003500 0.069180 0.940513
05:42.112 32 0.084915 0.286017 0.863463
05:43.282 32 -0.017076 0.386514 0.843180
05:43.912 32 -0.028417 0.400101 0.841355
05:45.758 32 -0.034729 0.408127 0.840317
05:46.791 32 -0.041484 0.416360 0.839626
05:47.517 32 -0.046865 0.422698 0.839082
05:48.324 32 -0.410859 1.327279 1.462935
05:49.119 32 -0.420172 1.336489 1.475426
05:50.830 32 -0.422530 1.338859 1.477217
05:51.730 32 -0.425141 1.341037 1.479629
05:52.525 32 -0.427468 1.342259 1.482775
05:53.650 32 -0.429666 1.343909 1.484934
05:54.704 32 -0.646742 1.459599 1.678062
05:55.606 32 -0.656599 1.463182 1.669063
05:57.256 32 -0.657150 1.462627 1.668450
05:58.135 32 -0.657639 1.461130 1.667631
05:58.963 32 -0.658576 1.461757 1.667025
05:59.971 32 -0.659891 1.464206 1.666432
06:00.957 32 -0.715190 1.501464 1.608968
06:01.744 32 -0.711131 1.499733 1.607306
06:03.521 32 -0.709733 1.498507 1.606714
06:04.338 32 -0.709725 1.499012 1.606379
06:05.209 32 -0.709890 1.499671 1.605928
06:06.367 32 -0.709876 1.499784 1.605511
06:07.000 32 -0.651444 1.636854 1.875845
06:08.810 32 -0.649819 1.639422 1.880024
06:09.697 32 -0.647153 1.638853 1.885315
06:10.600 32 -0.644722 1.638730 1.889312
06:11.889 32 -0.640693 1.638428 1.890121
06:12.799 32 -0.634233 1.634752 1.885235
06:13.563 32 -0.224520 1.479248 -0.358349
06:14.566 32 0.055872 1.574714 -0.354979
06:16.208 32 0.084219 1.588505 -0.355409
06:17.112 32 0.114649 1.602646 -0.356530
06:17.856 32 0.146945 1.617237 -0.358435
06:18.923 32 0.171578 1.628320 -0.359551
06:20.535 32 2.076172 1.311407 -1.643989
06:22.224 32 2.033637 1.309288 -1.661221
06:23.074 32 1.998285 1.307105 -1.675446
06:23.876 32 1.953654 1.304796 -1.691812
06:25.113 32 1.912195 1.303977 -1.705104
06:25.967 32 -0.772868 2.072881 -0.660585
06:26.749 32 -0.796915 2.085408 -0.586847
06:28.524 32 -0.806373 2.098074 -0.549568
06:29.442 32 -0.816175 2.109683 -0.511445
06:30.310 32 -0.826651 2.119700 -0.472014
06:31.544 32 -0.837428 2.132786 -0.426846
06:32.043 32 -1.018183 2.038985 2.164275
06:33.586 32 -1.019603 2.035995 2.167211
06:34.445 32 -1.023017 2.035980 2.168432
06:35.381 32 -1.025388 2.035702 2.170503
06:36.557 32 -1.027631 2.034788 2.172112
06:37.334 32 -1.030875 2.033216 2.172392
06:38.957 32 -1.330048 1.800393 2.195038
06:39.936 32 -1.354943 1.796801 2.185251
06:41.677 32 -1.356903 1.796120 2.184595
06:42.605 32 -1.358619 1.795496 2.184242
06:43.403 32 -1.360120 1.794911 2.184179
06:45.411 32 -1.484608 1.455296 2.190069
06:45.940 32 -1.484836 1.461347 2.182609
06:47.583 32 -1.486317 1.468943 2.168295
06:48.560 32 -1.487701 1.475331 2.148335
06:49.261 32 -1.489333 1.475424 2.124657
06:50.400 32 -1.492854 1.478285 2.104150
06:51.245 32 -1.878247 1.331108 2.340894
06:52.721 32 -1.880543 1.333824 2.349283
06:53.637 32 -1.882698 1.332937 2.356627
06:54.637 32 -1.885486 1.331695 2.364452
06:55.564 32 -1.889278 1.330420 2.373047
06:56.512 32 -1.892147 1.325335 2.379140
06:57.813 32 -2.186361 1.463252 2.912273
06:58.767 32 -2.204533 1.484261 2.947086
07:00.352 32 -2.205940 1.486245 2.950795
07:01.263 32 -2.207193 1.488176 2.954050
07:02.193 32 -2.208567 1.490539 2.957559
07:03.100 32 -2.209540 1.492404 2.959976
07:04.262 32 -2.495945 1.690457 3.478247
07:05.671 32 -2.498709 1.691888 3.481544
07:06.860 32 -2.501208 1.693987 3.484097
07:07.672 32 -2.502763 1.696137 3.487702
07:08.561 32 -2.503972 1.698898 3.492203
07:09.683 32 -2.504686 1.701568 3.494849
07:10.698 32 -2.222169 1.212557 2.199123
07:11.799 32 -2.253160 1.222252 1.862591
07:13.610 32 -2.254908 1.226190 1.835088
07:14.569 32 -2.256267 1.229779 1.814637
07:15.385 32 -2.258808 1.236938 1.780714
07:16.509 32 -2.260253 1.241333 1.761051
07:17.431 32 -2.264897 1.244446 1.736611
07:18.088 32 -2.269240 1.248436 1.713807
07:19.083 32 0.697172 1.276100 -0.557405
07:19.821 32 0.636425 1.363244 -0.536283
07:21.579 32 0.620782 1.386520 -0.526725
07:22.470 32 0.576710 1.432095 -0.493816
07:23.246 32 0.544998 1.466315 -0.469387
07:25.732 32 -2.730045 1.736440 0.237511
07:27.523 32 -2.741900 1.746681 0.231906
07:28.691 32 -2.751637 1.756674 0.224097
07:29.530 32 -2.762268 1.763971 0.219029
07:30.602 32 -2.771889 1.769434 0.215410
07:30.882 32 -2.458902 1.245396 3.709692
07:32.270 32 -2.473124 1.224401 3.796878
07:32.915 32 -2.490543 1.194787 3.895188
07:34.211 32 -2.509279 1.173934 3.984340
07:35.382 32 -2.516870 1.152526 4.057050
07:36.070 32 -2.485324 1.125189 4.062035
07:38.170 32 -1.970326 1.355894 4.589432
07:39.224 32 -1.941557 1.369721 4.594025
07:41.035 32 -1.939339 1.371105 4.594715
07:42.012 32 -1.937635 1.372009 4.595303
07:42.917 32 -1.935832 1.373486 4.595495
07:44.012 32 -1.934438 1.375140 4.595263
07:44.683 32 -1.630849 1.618010 4.619226
07:45.740 32 -1.613886 1.624180 4.608912
07:47.527 32 -1.612875 1.624219 4.610077
07:48.419 32 -1.611880 1.624635 4.609991
07:49.187 32 -1.610527 1.625606 4.608232
07:50.328 32 -1.609668 1.626318 4.607606
07:51.152 32 -1.986199 2.194777 4.432176
07:52.659 32 -1.989761 2.181798 4.427801
07:53.612 32 -1.994550 2.166830 4.426982
07:54.517 32 -2.000349 2.150021 4.428191
07:55.512 32 -2.006862 2.131733 4.429833
07:56.535 32 -2.013990 2.111886 4.431793
07:58.323 32 -1.718870 2.538602 4.297696
07:59.273 32 -1.497898 2.609195 4.273026
08:00.896 32 -1.482948 2.615876 4.271309
08:02.003 32 -1.468377 2.622806 4.268779
08:02.801 32 -1.457635 2.628163 4.266550
08:04.159 32 -1.062688 2.929605 3.860874
08:04.919 32 -1.057834 2.934335 3.851181
08:06.668 32 -1.056553 2.935781 3.848184
08:07.409 32 -1.055234 2.937204 3.845286
08:08.353 32 -1.054517 2.938100 3.843090
08:09.441 32 -1.054010 2.938973 3.840065
08:11.122 32 -1.076801 3.000223 3.318610
08:12.139 32 -1.092951 2.996011 3.206149
08:13.267 32 -1.109080 2.994851 3.088502
08:14.304 32 -1.123848 2.988969 2.964353
08:15.255 32 -1.140431 2.986103 2.823585
08:16.827 32 -2.639553 3.589884 0.601037
08:17.835 32 -3.005237 3.555873 0.468700
08:19.488 32 -3.037228 3.549282 0.455206
08:20.372 32 -3.059376 3.544353 0.445028
08:21.212 32 -3.087061 3.537516 0.431704
08:22.312 32 -3.106446 3.532226 0.422658
08:23.636 32 -4.468497 4.508375 -1.185942
08:24.201 32 -4.469056 4.533801 -1.199174
08:25.644 32 -4.468192 4.546104 -1.204275
08:26.495 32 -4.465618 4.567437 -1.211522
08:27.413 32 -4.462411 4.590332 -1.216542
08:28.519 32 -4.458474 4.614222 -1.219699
08:29.362 32 -1.623360 4.360552 -2.009523
08:30.101 32 -1.548046 4.273912 -1.988999
08:31.853 32 -1.507837 4.222986 -1.969429
08:32.562 32 -1.454803 4.145710 -1.921522
08:33.660 32 -1.414312 4.081111 -1.887713
08:35.081 32 -1.374329 4.008104 -1.835431
08:35.757 32 -0.859996 3.098039 -6.982474
08:36.762 32 -0.903134 2.988834 -7.122089
08:38.529 32 -0.909450 2.976921 -7.132824
08:39.410 32 -0.915837 2.965569 -7.141968
08:40.181 32 -0.920880 2.957380 -7.147824
08:41.469 32 -0.927662 2.946831 -7.154445
08:42.678 32 -2.248001 3.470550 -7.092261
08:43.182 32 -2.309621 3.487431 -7.082328
08:44.906 32 -2.349761 3.497676 -7.075467
08:45.775 32 -2.400446 3.510415 -7.067602
08:46.550 32 -2.461715 3.525530 -7.059065
08:47.946 32 -4.091056 3.733143 -7.342637
08:48.683 32 -4.112183 3.747916 -7.331118
08:50.411 32 -4.120477 3.775376 -7.321840
08:51.370 32 -4.126276 3.811561 -7.307188
08:52.288 32 -4.127886 3.852529 -7.292266
08:53.423 32 -4.128901 3.890826 -7.276931
08:54.848 32 -2.216338 2.208306 -8.369265
08:55.907 32 -2.194558 2.088594 -8.658106
08:57.656 32 -2.193574 2.084216 -8.701719
08:58.468 32 -2.192716 2.081409 -8.735310
08:59.397 32 -2.191905 2.078615 -8.780254
09:02.367 32 -1.155426 3.031151 -6.272803
09:04.158 32 -1.120848 3.171971 -6.229850
09:05.044 32 -1.096308 3.268314 -6.195993
09:05.892 32 -1.067809 3.357350 -6.162571
09:07.789 32 -3.668414 2.846901 -5.193237
09:09.400 32 -3.676262 2.836829 -5.194746
09:10.093 32 -3.680817 2.829593 -5.198347
09:10.971 32 -3.681823 2.825280 -5.201878
09:12.444 32 -3.678450 2.830827 -5.205098
09:13.592 32 -3.698339 3.121784 -5.138033
09:14.613 32 -3.662225 3.071074 -5.061674
09:15.778 32 -3.616238 3.076308 -4.988578
09:16.634 32 -3.587919 3.090629 -4.972649
09:18.374 32 -3.584819 3.092604 -4.973005
09:19.734 32 -3.597107 2.986249 -5.229578
09:20.546 32 -3.597603 2.993535 -5.195884
09:22.286 32 -3.597203 2.997540 -5.191488
09:23.246 32 -3.596112 3.002935 -5.188572
09:24.081 32 -3.595729 3.009171 -5.186615
09:25.273 32 -3.595948 3.022334 -5.182887
09:26.565 32 -3.765607 2.540925 -3.369277
09:28.114 32 -3.762981 2.539454 -3.320021
09:29.051 32 -3.759642 2.538589 -3.271513
09:30.002 32 -3.757291 2.538467 -3.223852
09:31.103 32 -3.755660 2.541330 -3.174975
09:31.917 32 -3.754307 2.545046 -3.127909
09:32.756 32 -3.598867 3.197884 1.499674
09:33.759 32 -3.606140 3.180993 1.588680
09:35.577 32 -3.607305 3.178734 1.596628
09:36.446 32 -3.608358 3.177144 1.602238
09:37.297 32 -3.609480 3.175562 1.607605
09:38.476 32 -3.610938 3.177970 1.616541
09:39.616 32 -3.919496 3.022611 2.015163
09:40.402 32 -3.932436 3.008548 2.015735
09:42.209 32 -3.936059 3.004978 2.015840
09:43.105 32 -3.939641 3.001545 2.015800
09:43.901 32 -3.943649 2.997434 2.014987
09:44.958 32 -3.946618 2.994536 2.014348
09:45.424 32 -4.285126 2.783363 1.645795
09:46.253 32 -4.293490 2.782784 1.635678
09:47.709 32 -4.296693 2.782819 1.632413
09:48.770 32 -4.299018 2.781748 1.628258
09:49.592 32 -4.301075 2.780210 1.623617
09:50.539 32 -4.302568 2.779250 1.620614
09:51.830 32 -4.405358 2.753736 1.425302
09:52.824 32 -4.408453 2.769712 1.433619
09:54.481 32 -4.408267 2.769640 1.434023
09:55.436 32 -4.408067 2.769510 1.434534
09:56.216 32 -4.407979 2.769514 1.434884
09:57.220 32 -4.407883 2.769454 1.435358
09:58.397 32 -4.432023 2.847576 1.337667
09:59.150 32 -4.437982 2.830892 1.342899
10:00.769 32 -4.440157 2.824093 1.344272
10:01.592 32 -4.443253 2.818751 1.347836
10:02.416 32 -4.447460 2.812276 1.350919
10:03.536 32 -4.449923 2.806861 1.353303
10:04.529 32 -2.293633 2.034107 1.545426
10:05.501 32 -2.292515 2.036788 1.538441
10:07.168 32 -2.291497 2.038571 1.535018
10:07.962 32 -2.290229 2.040560 1.531929
10:08.899 32 -2.288764 2.042770 1.529266
10:09.959 32 -2.287378 2.044770 1.527311
10:11.156 32 -2.660756 1.311057 2.535679
10:12.142 32 -2.664292 1.288558 2.617593
10:13.720 32 -2.664174 1.287817 2.621507
10:14.637 32 -2.663703 1.286206 2.629883
10:15.501 32 -2.663294 1.285009 2.636307
10:16.557 32 -2.662907 1.283993 2.641873
10:17.773 32 -2.653164 1.300497 3.239087
