timestamp tagid tag_x tag_y tag_z tag_roll tag_pitch tag_yaw
01:49.627 0 0.188714 1.825990 3.264607 159.27 -1.86 168.16
01:49.661 0 0.145830 1.828716 3.216635 160.44 0.39 168.16
01:49.694 0 0.108682 1.821000 3.178981 157.23 2.78 168.04
01:49.727 0 0.061015 1.799390 3.144253 7.85 178.83 -12.87
01:49.759 0 0.015696 1.751181 3.104218 154.46 5.17 167.57
01:49.792 0 -0.048530 1.713082 3.194654 164.58 8.38 167.26
01:49.825 0 -0.105157 1.656254 3.093345 156.78 5.34 168.34
01:49.858 0 -0.178216 1.622145 3.156895 165.20 8.56 167.74
01:49.892 0 -0.251855 1.566424 3.078019 159.11 6.48 167.16
01:49.926 0 -0.315654 1.502483 2.923912 152.75 7.40 168.43
01:49.959 0 -0.397449 1.458842 3.003288 14.01 175.54 -16.35
01:49.991 0 -0.458459 1.386388 3.009552 159.27 9.80 167.81
01:50.025 0 -0.514775 1.318482 3.063309 164.53 11.16 167.28
02:50.048 0 -0.940986 -1.729363 4.609306 168.39 10.06 -179.33
02:50.080 0 -0.976755 -1.637027 4.585340 168.84 11.81 -178.04
02:50.114 0 -0.946079 -1.561592 4.562918 167.06 10.25 -177.29
02:50.179 0 -0.934479 -1.401166 4.525996 167.73 12.83 -176.38
02:50.249 0 -0.891185 -1.244258 4.483645 166.00 3.03 -175.77
02:50.284 0 -0.863527 -1.177337 4.491486 169.74 12.05 -175.21
02:50.318 0 -0.823097 -1.126190 4.480752 171.01 11.26 -175.44
02:50.350 0 -0.774488 -1.142213 4.504146 170.05 10.18 -176.10
02:50.384 0 -0.749683 -1.118831 4.494794 169.29 6.23 -175.92
02:50.415 0 -0.675373 -1.195298 3.411403 170.50 6.94 -176.34
02:50.449 0 -0.655576 -1.210555 3.352593 169.01 7.51 -176.73
02:50.481 0 -0.644301 -1.231601 3.369563 172.02 8.18 -176.84
02:50.515 0 -0.639079 -1.261903 3.324045 168.01 6.00 -177.72
02:50.548 0 -0.638949 -1.290215 3.320812 170.76 7.61 -177.77
02:50.580 0 -0.644097 -1.310870 3.345358 171.76 4.46 -178.09
02:50.614 0 -0.656226 -1.313013 3.308319 171.38 5.15 -178.69
02:50.647 0 -0.658639 -1.302134 3.320475 173.62 4.54 -179.11
02:50.680 0 -0.661236 -1.266081 3.327342 177.46 5.64 -179.48
02:50.713 0 -0.669178 -1.202736 3.284264 174.29 8.46 -179.80
02:50.746 0 -0.678579 -1.124965 3.320389 177.30 6.40 179.70
02:50.779 0 -0.686127 -1.059016 3.303069 171.14 5.79 179.44
02:50.813 0 -0.674580 -0.975681 4.053487 169.91 -0.92 178.25
02:50.846 0 -0.687477 -0.934261 3.304802 175.22 10.62 178.63
02:50.879 0 -0.692363 -0.873599 3.332615 0.29 174.77 -2.47
02:50.913 0 -0.692553 -0.831543 3.307142 175.11 7.82 177.65
02:50.947 0 -0.708566 -0.819849 3.313253 170.42 2.75 177.36
02:50.981 0 -0.717825 -0.776919 3.252516 173.17 8.46 177.18
02:51.013 0 -0.737575 -0.722048 3.242090 1.77 171.21 -3.96
02:51.046 0 -0.768663 -0.666920 3.269063 164.24 -2.03 176.93
02:51.080 0 -0.786997 -0.615633 3.289378 178.25 5.22 176.17
02:51.112 0 -0.791163 -0.575938 3.270309 168.91 6.46 176.57
02:51.148 0 -0.796729 -0.538038 3.226461 175.06 11.50 176.20
02:51.182 0 -0.810584 -0.499735 3.241152 163.75 -3.68 176.18
02:51.215 0 -0.726787 -0.490904 3.254748 178.54 5.29 175.37
02:51.248 0 -0.725896 -0.483829 3.233375 170.49 10.18 176.45
02:51.281 0 -0.718933 -0.477987 3.222743 174.73 9.05 175.55
02:51.314 0 -0.712937 -0.472277 3.229464 171.42 11.58 176.17
02:51.350 0 -0.700024 -0.469417 3.234989 167.00 3.19 176.02
02:51.381 0 -0.679859 -0.475387 3.226464 163.78 0.58 175.22
02:51.416 0 -0.667132 -0.483491 3.227112 176.24 6.92 175.49
02:51.449 0 -0.639709 -0.515563 2.972586 172.94 9.38 175.91
02:51.481 0 -0.632888 -0.508716 2.989842 165.80 0.67 176.08
02:51.514 0 -0.610051 -0.498225 2.985979 173.80 6.14 176.04
02:51.549 0 -0.593679 -0.494525 2.993655 171.15 7.34 176.22
02:51.582 0 -0.566192 -0.494986 3.006743 168.66 -5.24 175.63
02:51.615 0 -0.531433 -0.504268 2.997764 171.90 7.79 175.76
02:51.647 0 -0.504641 -0.520962 2.984298 169.20 7.23 175.58
02:51.680 0 -0.479375 -0.544606 2.994586 168.86 2.87 175.15
02:51.713 0 -0.444820 -0.575677 3.026110 171.61 6.80 175.25
02:51.745 0 -0.409491 -0.623465 3.029174 173.91 5.08 174.72
02:51.779 0 -0.363454 -0.678615 3.068178 175.21 3.45 174.22
02:51.814 0 -0.329480 -0.737034 3.032541 174.55 6.05 173.95
02:51.847 0 -0.294287 -0.785337 2.995704 174.09 7.47 173.91
02:51.879 0 -0.255749 -0.824284 3.004466 170.85 3.85 173.99
02:51.915 0 -0.226391 -0.863343 3.007004 172.18 4.22 173.82
02:51.947 0 -0.195555 -0.897469 3.033048 169.73 0.31 173.60
02:51.979 0 -0.162073 -0.933322 3.073138 171.30 -8.87 172.57
02:52.013 0 -0.115854 -0.978725 3.031971 168.91 -3.51 172.02
02:52.045 0 -0.080833 -1.018919 3.009525 173.72 3.24 172.25
02:52.079 0 -0.050598 -1.068093 2.986455 174.64 5.59 171.71
02:52.113 0 -0.026207 -1.124875 3.016650 173.66 1.07 171.47
02:52.148 0 -0.016348 -1.186803 2.999392 172.04 -3.39 170.70
02:52.189 0 -0.031219 -1.243792 2.981506 173.30 3.39 171.16
02:52.221 0 0.042532 -1.315231 3.748524 10.24 -168.23 -7.15
02:52.251 0 -0.117145 -1.340282 2.957575 168.72 -2.38 169.68
02:52.279 0 -0.173074 -1.376798 2.985337 17.97 -171.00 -7.77
02:52.312 0 -0.226456 -1.419464 3.022159 175.45 -0.10 170.14
02:52.345 0 -0.276895 -1.463682 2.994277 172.94 2.44 169.41
02:52.378 0 -0.298947 -1.525263 3.040332 174.88 4.38 170.06
02:52.411 0 -0.302602 -1.585810 3.016174 175.27 4.37 169.56
02:52.447 0 -0.293844 -1.656066 3.062157 2.41 175.05 -10.95
02:52.511 0 -0.309054 -1.798707 2.927510 179.90 10.75 169.31
02:52.544 0 -0.328167 -1.868188 2.918829 175.74 1.39 167.71
02:52.579 0 -0.356536 -1.937993 2.936802 176.60 3.93 168.57
02:52.612 0 -0.388872 -2.002078 2.943893 0.32 174.70 -11.32
02:52.645 0 -0.418484 -2.052569 2.905955 3.57 171.06 -11.19
02:52.679 0 -0.441715 -2.111525 2.913366 179.96 3.37 168.21
02:52.712 0 -0.469766 -2.157946 2.840885 177.88 2.06 168.50
02:52.744 0 -0.489283 -2.225646 2.830402 1.18 173.18 -11.44
02:52.779 0 -0.485317 -2.464984 3.511911 3.83 177.17 -11.69
02:53.311 0 -0.650190 -2.078194 2.192893 4.06 160.61 -8.63
02:53.344 0 -0.618068 -2.165165 2.983556 13.50 172.97 -9.53
02:53.377 0 -0.605498 -2.075048 2.963043 10.35 173.40 -9.69
02:53.412 0 -0.590656 -1.988531 2.897152 8.49 170.86 -9.54
02:53.445 0 -0.570111 -1.915334 2.922420 11.08 176.67 -9.66
02:53.478 0 -0.556617 -1.833888 2.882203 7.61 176.13 -9.77
02:53.513 0 -0.566743 -1.684561 2.273765 3.64 170.89 -9.45
02:53.544 0 -0.561556 -1.623974 2.258191 4.25 168.56 -9.11
02:53.580 0 -0.548295 -1.562727 2.227072 4.33 169.69 -9.37
02:53.610 0 -0.534359 -1.497169 2.200108 4.24 170.88 -9.80
02:53.644 0 -0.521011 -1.430170 2.185293 4.19 169.94 -9.70
02:53.679 0 -0.510985 -1.362212 2.174757 178.49 4.71 169.63
02:53.711 0 -0.471081 -1.310542 2.649245 8.89 177.02 -9.61
02:53.745 0 -0.454339 -1.239037 2.652494 174.02 -4.86 169.55
02:53.777 0 -0.468839 -1.154348 2.118751 178.05 3.43 169.53
02:53.809 0 -0.455943 -1.089272 2.043578 4.25 171.68 -9.95
02:53.844 0 -0.418525 -1.025214 2.042661 175.53 6.12 170.12
02:53.877 0 -0.383368 -0.965037 1.999524 179.00 6.83 170.17
02:53.910 0 -0.351422 -0.907223 1.972736 177.57 4.75 169.93
02:53.944 0 -0.321319 -0.849598 1.928013 174.32 7.48 170.59
02:53.977 0 -0.297673 -0.789022 1.896616 178.42 4.68 170.32
02:54.011 0 -0.277364 -0.725034 1.883459 175.06 3.56 170.58
02:54.942 0 -0.442777 -0.737332 1.424138 175.60 3.24 171.61
02:54.977 0 -0.492282 -0.807701 1.122177 174.40 4.91 171.66
02:55.010 0 -0.516611 -0.840518 1.116400 175.38 1.68 171.79
02:55.043 0 -0.537649 -0.881465 1.082025 171.22 2.10 171.29
02:55.076 0 -0.554516 -0.920562 1.048640 173.56 5.94 171.29
02:55.110 0 -0.573009 -0.955102 1.030940 174.70 2.85 171.65
02:55.144 0 -0.599964 -0.981915 0.865483 19.43 -179.67 -9.59
02:55.177 0 -0.633669 -1.003627 0.836905 20.64 179.89 -9.76
02:55.210 0 -0.675817 -1.028772 0.961942 174.64 2.93 171.73
02:55.243 0 -0.712781 -1.046819 0.795462 20.65 179.38 -10.21
02:55.278 0 -0.756216 -1.077875 0.917377 178.97 4.64 171.28
02:55.311 0 -0.783655 -1.106772 0.888643 178.92 5.14 171.51
02:55.344 0 -0.806530 -1.132613 1.079256 174.65 4.07 171.02
02:55.377 0 -0.819824 -1.152890 0.834474 3.03 171.62 -8.96
02:55.411 0 -0.845304 -1.168280 0.810560 177.15 5.49 171.66
02:55.444 0 -0.877491 -1.170715 0.976215 4.82 171.22 -9.09
02:55.677 0 -0.833647 -1.086093 0.814560 0.64 168.56 -8.39
02:55.711 0 -0.790931 -1.070519 0.613690 179.17 11.56 172.15
02:55.742 0 -0.757960 -1.050786 0.597983 178.66 9.30 171.88
02:55.775 0 -0.714352 -1.026200 0.492091 16.67 178.44 -9.71
02:55.809 0 -0.675347 -1.005597 0.448166 17.51 178.59 -9.49
02:55.842 0 -0.633488 -0.986830 0.518237 175.96 7.60 172.11
02:55.874 0 -0.588689 -0.970713 0.493135 177.03 8.19 172.05
02:55.908 0 -0.549261 -0.954805 0.385210 14.65 -178.32 -8.58
02:55.941 0 -0.506427 -0.942844 0.442529 176.24 4.59 172.21
02:56.307 0 -0.353748 -1.431994 0.149565 2.70 -168.13 67.66
02:56.340 0 -0.383978 -1.403692 0.128442 178.44 -9.89 -113.16
02:56.373 0 -0.412729 -1.372253 0.090840 3.62 178.51 67.64
02:56.406 0 -0.445574 -1.340812 0.093820 176.68 -12.12 -113.77
02:56.440 0 -0.338486 -1.400307 0.163219 178.36 -12.28 -113.79
02:56.472 0 -0.393594 -1.359687 0.032474 178.96 -15.73 -114.12
02:56.507 0 -0.422089 -1.351446 0.023387 176.85 -10.01 -114.04
02:56.539 0 -0.456488 -1.354126 0.006568 175.62 -10.02 -114.35
02:56.573 0 -0.493858 -1.360264 -0.017094 176.27 -9.44 -114.52
02:56.606 0 -0.520084 -1.375253 0.059908 177.90 -7.89 -114.21
02:56.639 0 -0.568482 -1.365614 -0.065505 176.96 -6.42 -114.30
02:56.673 0 -0.605420 -1.363140 -0.086563 176.15 -6.01 -114.27
02:56.707 0 -0.632746 -1.356889 -0.106307 177.11 -5.53 -114.29
02:56.741 0 -0.644201 -1.360874 -0.038605 176.96 -3.72 -114.28
02:56.773 0 -0.654100 -1.341584 -0.152075 178.08 -1.33 -113.64
02:56.806 0 -0.894025 -1.308098 -0.182019 177.34 5.89 -112.17
02:56.838 0 -0.879594 -1.284123 -0.202358 177.01 5.94 -112.02
02:56.873 0 -0.857768 -1.257388 -0.220172 177.74 6.43 -112.03
02:56.905 0 -2.314876 -1.361652 -3.545705 174.12 5.16 -111.95
02:56.939 0 -2.299024 -1.352735 -3.439715 175.01 -1.54 -112.83
04:01.628 0 -2.439233 0.026705 -2.046698 2.68 -177.68 -43.48
04:01.861 0 -1.885269 0.377536 -1.890579 2.52 179.73 -42.89
04:01.894 0 -1.788088 0.337380 -1.838549 159.04 2.35 138.14
04:01.927 0 -1.717123 0.289127 -1.823305 166.47 -8.18 137.46
04:01.961 0 -1.714427 0.341345 -1.153358 165.98 -5.17 138.16
04:01.995 0 -1.707206 0.263369 -1.117086 170.77 -4.61 137.88
04:02.029 0 -1.698851 0.098665 -1.695727 170.87 -7.04 138.41
04:02.063 0 -1.755467 0.025718 -1.669141 171.88 13.07 138.64
04:02.095 0 -1.837093 -0.051870 -1.659592 0.47 163.56 -42.50
04:02.162 0 -2.059324 -0.204554 -1.626033 172.21 14.88 139.70
04:02.194 0 -2.188406 -0.287792 -1.614343 174.98 1.40 139.52
04:02.229 0 -2.288674 -0.373159 -1.626650 172.68 5.32 139.69
04:02.297 0 -2.366173 -0.471332 -1.629492 174.45 3.91 140.31
04:02.328 0 -2.356086 -0.480593 -1.612262 7.09 172.36 -41.40
04:02.362 0 -2.304829 -0.476069 -1.581346 179.36 20.08 139.82
04:02.394 0 -2.243199 -0.463867 -1.562605 9.31 172.16 -41.67
04:02.463 0 -2.124081 -0.441510 -1.521905 174.60 -4.18 140.16
04:02.496 0 -2.112333 -0.446145 -1.431148 7.26 160.79 -42.48
04:02.529 0 -2.132552 -0.477573 -1.472999 173.39 -3.57 140.32
04:02.562 0 -2.205803 -0.527383 -1.435232 175.36 -0.18 139.76
04:03.031 0 -2.380948 -0.611585 -1.112072 176.35 -2.40 137.38
04:03.063 0 -2.288579 -0.567031 -1.126829 172.89 -5.88 137.53
04:03.163 0 -2.063895 -0.490853 -0.965064 9.54 158.40 -44.63
04:03.196 0 -2.048643 -0.511388 -0.956799 169.27 -9.60 137.71
04:03.229 0 -2.105121 -0.550071 -0.871397 170.37 -8.09 137.97
04:03.327 0 -2.496745 -0.708219 -0.831411 13.99 149.75 -46.06
04:07.563 0 -2.038549 2.070185 -2.115696 164.43 3.31 159.27
04:07.595 0 -2.010777 2.061305 -2.161530 174.09 -2.28 157.15
04:07.628 0 -2.011202 2.049052 -2.166196 175.85 -4.28 157.26
04:07.694 0 -2.009944 2.036753 -2.258312 176.75 26.39 157.69
04:07.727 0 -2.036674 2.042337 -2.231018 170.85 -2.52 158.64
04:07.764 0 -2.072237 2.042656 -2.205455 179.27 10.53 157.14
04:07.863 0 -2.123618 2.007591 -2.462844 13.17 171.04 -25.86
04:07.897 0 -2.205586 2.007197 -2.379265 163.50 12.13 161.42
04:07.928 0 -2.239430 2.021973 -2.351810 174.14 6.62 158.87
04:07.961 0 -2.281430 2.018367 -2.378220 177.54 2.23 158.81
04:07.995 0 -2.290240 2.026752 -2.402334 167.49 4.49 160.12
04:08.028 0 -2.322458 2.047749 -2.428151 163.07 6.95 161.16
04:08.061 0 -2.352838 2.088570 -2.411779 169.90 16.83 160.63
04:08.094 0 -2.366314 2.105633 -2.575366 7.72 175.26 -23.21
04:08.127 0 -2.410338 2.154975 -2.494226 166.29 22.19 162.05
04:08.160 0 -2.445374 2.230989 -2.442360 179.98 10.68 158.37
04:08.193 0 -2.478950 2.295832 -2.506621 174.53 3.80 159.94
04:08.694 0 -1.546012 2.633802 -2.678329 177.72 10.16 159.52
04:08.726 0 -1.491716 2.609441 -2.610386 178.65 2.65 160.39
04:08.761 0 -1.435687 2.567309 -2.683190 153.55 5.57 162.52
04:08.794 0 -1.381192 2.545677 -2.779402 149.29 4.48 162.15
04:08.827 0 -1.357859 2.567349 -2.694580 0.58 -177.70 -18.99
04:08.863 0 -1.329398 2.567681 -2.716431 1.65 -178.27 -18.60
04:08.895 0 -1.304360 2.597601 -2.635569 171.35 8.15 160.96
04:10.695 0 -1.106075 2.081890 -3.023244 167.06 -1.98 158.55
04:10.726 0 -1.137188 2.052793 -3.057614 163.07 3.50 157.83
04:10.760 0 -1.160859 2.020309 -3.061112 161.97 3.70 157.51
04:10.795 0 -1.155517 2.010782 -3.053410 171.56 6.47 158.72
04:10.827 0 -1.162096 1.996537 -3.055136 165.04 3.92 157.88
04:10.860 0 -1.174248 1.964342 -3.128490 159.78 2.38 158.53
04:10.892 0 -1.159236 1.929166 -3.124965 163.71 3.48 158.29
04:10.928 0 -1.145760 1.880271 -3.109097 166.35 -4.43 157.63
04:10.962 0 -1.123265 1.838746 -3.102897 167.82 4.48 157.29
04:10.995 0 -1.124401 1.791431 -3.132366 165.50 0.48 157.81
04:11.026 0 -1.093635 1.789767 -2.439833 170.73 -11.52 159.00
04:11.060 0 -1.124054 1.702987 -3.183986 163.06 -0.55 157.40
04:11.094 0 -1.117993 1.668648 -3.191577 163.74 -1.60 157.40
04:11.128 0 -1.111741 1.635611 -3.150167 168.79 4.89 157.52
04:11.160 0 -1.114598 1.604315 -2.567211 167.40 -3.10 158.75
04:11.194 0 -1.146369 1.541008 -3.157131 169.02 1.42 157.68
04:11.227 0 -1.164375 1.486317 -3.198139 167.70 3.43 157.92
04:11.259 0 -1.186963 1.438122 -3.258904 169.01 0.22 158.80
04:11.293 0 -1.197078 1.402665 -3.306108 15.11 179.31 -21.27
04:11.325 0 -1.190314 1.366751 -3.257281 13.17 177.69 -21.28
04:11.359 0 -1.207869 1.309378 -3.402000 166.33 -1.99 158.58
04:11.427 0 -1.253706 1.199113 -3.376554 171.32 2.10 159.54
04:11.460 0 -1.293986 1.152042 -3.449064 170.85 1.47 159.66
04:11.493 0 -1.332295 1.109056 -3.479722 173.53 1.83 160.17
04:11.527 0 -1.371261 1.057997 -3.433288 13.40 175.51 -20.82
04:11.560 0 -1.383641 1.026577 -3.522936 175.45 4.22 160.10
04:11.595 0 -1.427017 0.994602 -3.528497 2.18 174.70 -19.24
04:11.627 0 -1.460606 0.977069 -3.600315 0.30 176.07 -19.49
04:11.661 0 -1.504042 0.953648 -3.639748 1.19 178.72 -19.36
04:11.695 0 -1.528813 0.940585 -3.696103 176.61 2.94 161.22
04:11.728 0 -1.560592 0.936450 -3.705513 2.46 177.04 -19.32
04:11.760 0 -1.595782 0.954460 -3.753933 179.00 6.19 161.59
04:11.794 0 -1.632124 0.999174 -3.795665 1.29 170.98 -18.33
04:11.825 0 -1.658446 1.069980 -3.899181 178.19 20.21 162.67
04:11.859 0 -1.677080 1.154381 -3.948289 176.37 21.16 162.60
04:11.893 0 -1.712416 1.226698 -3.872182 176.63 5.79 162.37
04:11.925 0 -1.719154 1.317187 -3.980289 171.18 14.37 163.07
04:11.959 0 -1.605748 1.238490 -3.958509 16.59 173.04 -14.46
04:11.994 0 -1.592569 1.313421 -4.177019 174.15 25.25 169.35
04:12.026 0 -1.610588 1.367667 -4.041338 176.55 17.50 167.02
04:12.058 0 -1.593856 1.432113 -4.035100 174.22 11.53 168.48
04:12.093 0 -1.563918 1.511133 -4.073750 173.77 7.03 168.08
04:12.127 0 -1.535794 1.590251 -4.133069 7.75 -178.77 -12.41
04:12.158 0 -1.515135 1.656109 -4.168407 174.16 16.46 167.14
04:12.226 0 -1.466929 1.781162 -4.241314 168.39 14.07 167.97
04:12.259 0 -1.434528 1.848347 -4.262579 172.22 14.24 167.15
04:12.294 0 -1.430219 1.927427 -4.268979 165.06 3.07 167.38
04:12.326 0 -1.386283 1.991707 -4.346649 179.31 -5.11 166.97
05:32.871 0 0.112403 1.679961 -3.787230 174.68 4.41 156.87
05:32.904 0 0.099791 1.681185 -3.759621 174.94 4.12 156.85
05:32.938 0 0.087218 1.684240 -3.733010 175.42 3.69 156.65
05:32.972 0 0.077855 1.689457 -3.708573 174.62 3.99 156.79
05:33.005 0 0.069354 1.697438 -3.689364 177.46 3.01 156.59
05:33.040 0 0.066145 1.704726 -3.648311 174.98 3.19 156.57
05:33.073 0 0.062092 1.710622 -3.623172 175.19 5.16 156.53
05:33.106 0 0.056352 1.716201 -3.601790 175.19 3.93 156.49
05:33.139 0 0.053450 1.724523 -3.568225 174.92 3.76 156.40
05:33.173 0 0.054347 1.731192 -3.551364 175.71 4.49 156.32
05:33.208 0 0.052634 1.735935 -3.521504 172.77 4.71 156.61
05:33.241 0 0.048071 1.744174 -3.498176 175.18 2.31 156.48
05:33.274 0 0.048393 1.749164 -3.467585 174.39 4.43 156.20
05:33.306 0 0.054127 1.750784 -3.438242 172.32 5.31 156.51
05:33.341 0 0.060159 1.749959 -3.413747 174.97 4.43 156.17
05:33.375 0 0.060341 1.752509 -3.314455 171.40 4.68 156.24
05:33.408 0 0.068285 1.743477 -3.362721 175.48 3.39 156.30
05:33.441 0 0.070544 1.739497 -3.335255 175.86 4.12 156.15
05:33.474 0 0.071782 1.735179 -3.313857 171.87 5.68 156.49
05:33.508 0 0.066786 1.734507 -3.293524 174.11 1.75 156.14
05:33.541 0 0.062174 1.734439 -3.277044 175.18 2.20 156.33
05:33.575 0 0.057554 1.732170 -3.262898 172.20 3.91 156.41
05:33.608 0 0.044404 1.740934 -3.164636 174.33 3.88 156.13
05:33.642 0 0.045519 1.733559 -3.244566 176.28 2.48 156.44
05:33.677 0 0.043054 1.733642 -3.228623 173.37 3.39 156.73
05:33.707 0 0.045971 1.735724 -3.249803 3.42 177.10 -24.23
05:33.741 0 0.036577 1.738061 -3.157636 169.58 6.03 156.76
05:33.776 0 0.040108 1.729749 -3.247400 176.15 4.23 156.55
05:33.809 0 0.040211 1.728394 -3.246072 173.30 2.99 156.71
05:33.840 0 0.041386 1.725709 -3.269173 172.26 4.93 157.15
05:33.873 0 0.034816 1.726687 -3.262824 174.93 0.45 156.86
05:33.907 0 0.035415 1.723050 -3.273042 172.87 3.06 157.30
05:33.941 0 0.034161 1.719822 -3.294860 175.17 2.73 156.84
05:33.973 0 0.039022 1.719391 -3.291832 175.46 2.55 157.11
05:34.008 0 0.041407 1.715847 -3.308370 175.02 1.80 156.99
05:34.041 0 0.041569 1.711321 -3.321199 172.50 3.75 157.43
05:34.074 0 0.040179 1.708505 -3.336154 176.61 3.46 157.19
05:34.108 0 0.039365 1.704894 -3.341704 173.08 2.84 157.52
05:34.141 0 0.037726 1.706371 -3.351011 176.16 3.34 157.20
05:34.174 0 0.032673 1.709067 -3.352088 174.88 3.74 157.25
05:34.207 0 0.026602 1.711761 -3.361296 175.87 1.93 157.47
05:34.241 0 0.022065 1.709142 -3.364585 173.46 2.19 157.54
05:34.274 0 0.018491 1.709704 -3.366117 174.66 3.45 157.68
05:34.307 0 0.014631 1.710224 -3.362930 176.58 2.48 157.26
05:34.342 0 0.010836 1.712583 -3.348092 176.01 4.10 157.38
05:34.375 0 0.003443 1.716146 -3.340518 175.28 1.56 157.34
05:34.407 0 -0.004523 1.718937 -3.331250 175.49 2.17 157.37
05:34.441 0 -0.023443 1.731995 -3.233860 174.81 4.43 156.96
05:34.474 0 -0.025091 1.729544 -3.308414 175.85 3.80 157.20
05:34.506 0 -0.033943 1.730700 -3.295057 175.71 2.04 157.16
05:34.541 0 -0.032922 1.728636 -3.281362 176.28 5.49 157.05
05:34.574 0 -0.039230 1.720439 -3.267434 173.98 3.37 157.34
05:34.607 0 -0.054584 1.711941 -3.246919 176.17 4.23 157.17
05:34.640 0 -0.081619 1.702207 -3.215826 172.96 1.81 157.52
05:34.674 0 -0.115442 1.691244 -3.216502 174.94 4.98 157.07
07:04.632 0 1.431307 0.373213 -1.305528 170.96 -10.76 161.74
07:04.668 0 1.390650 0.363239 -1.437756 165.77 -7.50 160.60
07:04.697 0 1.386568 0.350791 -1.401709 167.30 -8.81 160.28
07:04.736 0 1.405335 0.326529 -1.254676 176.75 -1.52 162.48
07:04.767 0 1.472381 0.691892 -1.562850 171.75 -4.54 162.08
07:04.799 0 1.453804 0.684414 -1.592977 166.93 -12.55 160.11
07:04.832 0 1.460352 0.669510 -1.541989 169.53 -7.28 161.56
07:04.867 0 1.453952 0.651230 -1.596571 167.44 -5.37 161.91
07:04.901 0 1.469056 0.628530 -1.491640 14.25 -175.70 -15.82
07:04.931 0 1.454514 0.614707 -1.508138 171.64 -8.79 161.32
07:04.965 0 1.444469 0.595816 -1.637800 167.82 -7.42 161.25
07:04.998 0 1.455673 0.576856 -1.592475 168.30 -4.84 162.06
07:05.032 0 1.501751 0.547907 -1.388429 6.11 -177.35 -16.30
07:05.334 0 1.415528 0.524552 -1.607988 168.29 -7.79 159.55
07:05.368 0 1.417901 0.459864 -1.264459 9.65 -174.15 -17.02
07:05.400 0 1.372644 0.472074 -1.621355 168.68 -7.21 160.38
07:05.600 0 1.335801 0.472785 -1.536778 170.13 -4.34 160.96
07:05.633 0 1.331279 0.470938 -1.538608 169.92 -5.22 160.83
07:05.765 0 1.302056 0.466275 -1.495276 172.36 -6.06 160.64
07:05.832 0 1.300482 0.442979 -1.515828 19.19 -172.64 -16.58
07:05.874 0 1.273125 0.447002 -1.668003 164.16 -4.96 159.54
07:07.265 0 1.373586 0.499184 -1.326462 174.66 -4.78 162.65
07:07.296 0 1.275598 0.596281 -1.362784 0.33 178.43 -17.00
07:07.330 0 1.156361 0.687283 -1.456274 168.67 -4.73 161.76
07:07.364 0 1.089244 0.754451 -1.363948 167.50 -4.46 161.88
07:07.400 0 1.045523 0.795986 -1.531313 167.27 -0.68 161.87
07:07.465 0 1.119999 0.800621 -1.368816 175.34 0.86 162.41
07:07.499 0 1.149745 0.818190 -1.382074 169.82 -3.54 162.83
