timestamp msgid roll pitch yaw
00:09.929 30 -0.52 -0.76 117.84
00:10.092 30 -0.52 -0.77 117.83
00:10.178 30 -0.53 -0.77 117.83
00:10.370 30 -0.54 -0.78 117.83
00:10.536 30 -0.54 -0.79 117.83
00:10.661 30 -0.54 -0.81 117.84
00:10.799 30 -0.54 -0.82 117.84
00:11.008 30 -0.54 -0.85 117.84
00:11.317 30 -0.55 -0.85 117.83
00:11.444 30 -0.55 -0.84 117.83
00:11.801 30 -0.27 0.04 116.33
00:11.962 30 -0.27 0.03 116.33
00:12.527 30 -0.27 0.02 116.33
00:12.805 30 -0.27 0.03 116.33
00:13.088 30 -0.26 0.03 116.32
00:14.269 30 -0.26 0.04 116.32
00:14.399 30 -0.26 0.04 116.32
00:14.540 30 -0.26 0.04 116.32
00:14.977 30 -0.26 0.04 116.32
00:15.118 30 -0.26 0.04 116.32
00:15.314 30 -0.26 0.04 116.32
00:15.781 30 -0.26 0.04 116.32
00:15.914 30 -0.26 0.04 116.32
00:16.053 30 -0.26 0.04 116.32
00:16.290 30 -0.26 0.04 116.32
00:16.954 30 -0.26 0.04 116.32
00:17.083 30 -0.26 0.04 116.32
00:17.236 30 -0.26 0.04 116.32
00:17.758 30 -0.26 0.04 116.32
00:17.950 30 -0.26 0.04 116.32
00:18.150 30 -0.26 0.04 116.32
00:18.631 30 -0.26 0.04 116.32
00:18.761 30 -0.26 0.04 116.32
00:18.907 30 -0.26 0.04 116.32
00:19.111 30 -0.26 0.04 116.32
00:19.829 30 -0.26 0.04 116.32
00:19.965 30 -0.26 0.04 116.32
00:20.112 30 -0.26 0.05 116.32
00:20.590 30 -0.26 0.05 116.32
00:22.286 30 -0.26 0.05 116.32
00:22.488 30 -0.26 0.05 116.32
00:22.848 30 -0.22 0.08 116.31
00:23.107 30 -0.23 0.10 116.32
00:23.941 30 -0.22 0.10 116.31
00:24.750 30 -0.22 0.10 116.31
00:24.880 30 -0.22 0.10 116.31
00:25.407 30 -0.22 0.10 116.31
00:25.544 30 -0.22 0.10 116.31
00:25.687 30 -0.22 0.10 116.31
00:25.865 30 -0.22 0.10 116.31
00:26.281 30 -0.22 0.10 116.31
00:26.645 30 -0.22 0.10 116.31
00:26.804 30 -0.21 0.10 116.31
00:27.309 30 -0.21 0.10 116.31
00:27.448 30 -0.21 0.10 116.31
00:27.576 30 -0.21 0.10 116.31
00:28.094 30 -0.22 0.10 116.31
00:28.262 30 -0.21 0.10 116.31
00:28.400 30 -0.21 0.09 116.31
00:28.531 30 -0.21 0.09 116.31
00:28.722 30 -0.21 0.09 116.31
00:28.982 30 -0.25 0.08 116.36
00:29.206 30 -0.25 0.08 116.36
00:29.336 30 -0.24 0.09 116.36
00:29.866 30 -0.24 0.09 116.36
00:29.998 30 -0.24 0.09 116.36
00:30.138 30 -0.24 0.09 116.36
00:30.761 30 -0.24 0.09 116.36
00:30.902 30 -0.25 0.09 116.36
00:31.529 30 -0.25 0.09 116.36
00:31.753 30 -0.25 0.09 116.36
00:32.227 30 -0.25 0.09 116.36
00:32.437 30 -0.25 0.09 116.36
00:32.625 30 -0.25 0.09 116.36
00:33.089 30 -0.25 0.09 116.36
00:33.265 30 -0.25 0.09 116.36
00:33.485 30 -0.25 0.10 116.36
00:34.159 30 -0.25 0.10 116.36
00:34.351 30 -0.25 0.10 116.37
00:34.899 30 -0.26 0.10 116.36
00:35.089 30 -0.25 0.10 116.36
00:35.137 30 -0.26 0.10 116.36
00:35.480 30 -0.22 0.09 116.37
00:35.640 30 -0.22 0.08 116.38
00:36.275 30 -0.22 0.09 116.38
00:36.497 30 -0.23 0.09 116.38
00:36.702 30 -0.22 0.09 116.39
00:37.991 30 -0.23 0.09 116.38
00:38.053 30 -0.23 0.09 116.38
00:38.270 30 -0.23 0.09 116.38
00:38.636 30 -0.23 0.09 116.39
00:38.926 30 -0.23 0.09 116.39
00:38.972 30 -0.22 0.09 116.38
00:39.250 30 -0.22 0.09 116.38
00:39.572 30 -0.23 0.09 116.38
00:39.803 30 -0.22 0.09 116.38
00:39.972 30 -0.23 0.09 116.38
00:40.695 30 -0.23 0.09 116.38
00:40.742 30 -0.23 0.09 116.38
00:40.967 30 -0.23 0.09 116.38
00:41.342 30 -0.23 0.09 116.38
00:41.690 30 0.14 2.96 115.33
00:42.119 30 0.27 3.56 113.07
00:42.647 30 1.62 3.56 108.00
00:42.843 30 2.16 2.18 103.77
00:43.507 30 1.17 -0.90 101.69
00:43.792 30 1.00 -1.09 101.50
00:45.200 30 0.93 -1.19 101.44
00:45.328 30 0.87 -1.36 101.36
00:45.473 30 0.86 -1.50 101.27
00:45.939 30 0.86 -1.61 101.22
00:46.153 30 0.82 -1.73 101.16
00:46.339 30 0.88 -1.88 101.09
00:46.797 30 0.88 -1.95 101.05
00:46.994 30 0.88 -2.02 100.98
00:47.144 30 0.86 -2.07 100.95
00:47.342 30 0.88 -2.08 100.91
00:48.203 30 9.26 0.46 109.00
00:48.577 30 9.27 2.96 109.35
00:48.994 30 9.73 -1.38 109.14
00:49.533 30 10.18 -2.41 109.09
00:50.897 30 10.21 -2.84 109.11
00:51.026 30 10.07 -3.21 109.11
00:51.507 30 10.01 -3.52 109.09
00:51.636 30 10.08 -3.88 109.06
00:51.794 30 9.91 -4.08 109.06
00:52.049 30 9.93 -4.36 109.08
00:52.515 30 9.82 -4.59 109.08
00:52.641 30 9.72 -4.67 109.09
00:52.781 30 9.60 -4.81 109.14
00:53.269 30 9.43 -4.93 109.19
00:53.718 30 9.08 -4.99 109.27
00:53.843 30 8.65 -5.10 109.39
00:54.318 30 8.12 -5.09 109.47
00:54.450 30 7.79 -5.15 109.58
00:54.599 30 7.18 -5.11 109.71
00:54.792 30 6.81 -5.11 109.81
00:55.277 30 6.24 -5.08 109.93
00:55.409 30 5.84 -5.06 110.02
00:55.551 30 5.26 -4.96 110.12
00:56.124 30 4.66 -4.86 110.25
00:57.141 30 -5.17 -13.19 113.70
00:59.453 30 -6.95 -17.18 114.02
00:59.782 30 -8.29 -18.78 113.51
01:00.185 30 -7.62 -16.81 112.35
01:00.385 30 -7.32 -16.34 112.33
01:01.737 30 -7.25 -16.20 112.27
01:01.862 30 -7.17 -16.00 112.26
01:01.996 30 -6.95 -15.78 112.22
01:02.497 30 -6.84 -15.63 112.19
01:03.576 30 -6.62 -15.39 112.17
01:03.769 30 -6.55 -15.29 112.13
01:04.250 30 -6.48 -15.15 112.08
01:04.383 30 -6.54 -14.91 111.99
01:04.588 30 -6.24 -14.62 112.03
01:04.820 30 -6.17 -14.51 111.99
01:05.591 30 -5.90 -14.34 111.99
01:05.935 30 2.30 1.36 115.15
01:06.551 30 2.47 6.24 115.73
01:07.165 30 5.42 9.80 116.34
01:07.382 30 5.55 9.95 116.35
01:08.913 30 5.03 9.89 116.29
01:08.961 30 5.00 9.84 116.40
01:09.266 30 4.96 9.77 116.37
01:09.708 30 4.81 9.78 116.42
01:09.941 30 4.50 9.69 116.35
01:09.992 30 4.43 9.55 116.41
01:10.560 30 4.28 9.36 116.34
01:10.669 30 4.60 9.33 116.46
01:10.923 30 4.48 9.08 116.44
01:11.141 30 4.25 8.86 116.46
01:11.926 30 4.14 8.66 116.50
01:12.065 30 4.00 8.49 116.49
01:12.812 30 0.33 -1.08 112.05
01:13.432 30 1.11 -0.75 112.01
01:13.550 30 1.90 -0.54 111.94
01:14.115 30 2.95 -0.30 111.82
01:14.480 30 3.36 -0.14 111.73
01:14.803 30 3.39 -0.14 111.64
01:15.226 30 3.56 -0.06 111.49
01:15.452 30 3.71 0.14 111.31
01:15.570 30 4.17 0.37 111.21
01:15.798 30 4.78 0.69 111.01
01:16.236 30 5.57 1.04 110.86
01:16.468 30 6.06 1.21 110.70
01:16.516 30 6.61 1.30 110.54
01:17.088 30 6.78 1.33 110.43
01:17.606 30 6.82 1.22 110.28
01:17.925 30 6.74 1.00 110.20
01:18.352 30 6.49 0.72 110.11
01:19.051 30 10.69 0.29 115.92
01:20.656 30 10.69 0.29 115.92
01:20.775 30 10.69 0.29 115.92
01:21.014 30 10.70 0.29 115.91
01:21.110 30 10.70 0.28 115.91
01:21.701 30 10.70 0.28 115.91
01:21.829 30 10.70 0.28 115.90
01:22.066 30 10.70 0.28 115.91
01:22.512 30 10.70 0.28 115.90
01:22.737 30 10.71 0.28 115.90
01:22.788 30 10.71 0.28 115.90
01:23.760 30 10.71 0.27 115.90
01:23.810 30 10.72 0.27 115.90
01:24.039 30 10.72 0.27 115.90
01:24.161 30 10.72 0.26 115.89
01:24.750 30 10.72 0.26 115.89
01:24.864 30 10.72 0.25 115.89
01:25.457 30 10.94 -0.55 116.24
01:25.596 30 10.95 -0.56 116.25
01:26.200 30 10.96 -0.58 116.26
01:26.465 30 10.97 -0.61 116.27
01:26.670 30 10.97 -0.61 116.28
01:27.970 30 10.97 -0.61 116.28
01:28.016 30 10.97 -0.61 116.28
01:28.250 30 10.97 -0.61 116.28
01:28.696 30 10.97 -0.61 116.28
01:28.929 30 10.97 -0.61 116.28
01:29.036 30 10.97 -0.62 116.28
01:29.603 30 10.97 -0.62 116.28
01:29.657 30 10.97 -0.62 116.28
01:29.964 30 10.97 -0.62 116.28
01:30.010 30 10.97 -0.62 116.28
01:30.757 30 10.97 -0.62 116.28
01:30.804 30 10.97 -0.62 116.28
01:31.042 30 10.97 -0.62 116.28
01:31.239 30 10.97 -0.63 116.28
01:31.590 30 10.84 -0.81 116.48
01:32.355 30 10.84 -0.80 116.48
01:32.556 30 10.84 -0.80 116.48
01:33.760 30 10.84 -0.80 116.48
01:33.804 30 10.84 -0.80 116.48
01:34.106 30 10.84 -0.80 116.48
01:34.497 30 10.83 -0.80 116.48
01:34.730 30 10.84 -0.81 116.48
01:34.840 30 10.83 -0.80 116.48
01:35.066 30 10.83 -0.81 116.48
01:35.448 30 10.83 -0.81 116.48
01:35.702 30 10.83 -0.81 116.48
01:35.746 30 10.83 -0.81 116.48
01:36.588 30 10.83 -0.81 116.49
01:36.703 30 10.83 -0.81 116.48
01:36.933 30 10.83 -0.81 116.48
01:37.316 30 10.82 -0.81 116.48
01:37.554 30 10.82 -0.81 116.48
01:37.665 30 10.82 -0.81 116.49
01:37.917 30 10.67 -0.79 116.60
01:38.254 30 10.66 -0.79 116.60
01:38.367 30 10.66 -0.78 116.61
01:39.075 30 10.65 -0.77 116.61
01:39.251 30 10.64 -0.76 116.61
01:39.458 30 10.64 -0.76 116.60
01:40.744 30 10.64 -0.76 116.60
01:40.881 30 10.64 -0.76 116.60
01:41.091 30 10.64 -0.76 116.60
01:41.556 30 10.64 -0.76 116.60
01:41.701 30 10.64 -0.76 116.60
01:41.898 30 10.64 -0.77 116.60
01:42.399 30 10.64 -0.77 116.60
01:42.540 30 10.64 -0.77 116.60
01:42.680 30 10.64 -0.77 116.60
01:42.899 30 10.64 -0.77 116.60
01:43.548 30 10.64 -0.76 116.60
01:43.721 30 10.64 -0.77 116.60
01:43.869 30 10.64 -0.77 116.60
01:44.256 30 10.64 -0.77 116.60
01:44.751 30 10.58 -0.73 116.62
01:44.934 30 10.58 -0.73 116.62
01:45.700 30 10.58 -0.73 116.62
01:45.907 30 10.58 -0.73 116.62
01:47.115 30 10.58 -0.72 116.62
01:47.223 30 10.58 -0.72 116.62
01:47.454 30 10.58 -0.72 116.62
01:47.835 30 10.58 -0.72 116.62
01:48.056 30 10.58 -0.73 116.62
01:48.168 30 10.58 -0.73 116.62
01:48.397 30 10.58 -0.73 116.62
01:48.772 30 10.58 -0.73 116.62
01:49.004 30 10.58 -0.73 116.62
01:49.052 30 10.58 -0.73 116.62
01:49.913 30 10.58 -0.73 116.62
01:49.958 30 10.58 -0.72 116.62
01:50.193 30 10.58 -0.73 116.62
01:50.577 30 10.58 -0.73 116.62
01:51.328 30 12.80 1.60 89.79
01:51.440 30 12.55 2.71 87.79
01:52.036 30 12.38 3.08 86.34
01:52.614 30 12.09 3.04 84.47
01:52.840 30 11.54 2.49 82.19
01:52.885 30 11.00 1.72 80.25
01:53.124 30 10.59 0.88 78.56
01:53.572 30 10.41 0.23 77.02
01:53.870 30 10.36 0.22 75.83
01:53.957 30 10.12 0.67 74.94
01:54.616 30 9.55 1.27 74.06
01:54.688 30 8.77 1.80 72.91
01:55.087 30 8.20 1.87 71.79
01:55.595 30 7.80 1.56 70.52
01:55.832 30 7.42 0.73 68.91
01:55.877 30 6.97 -0.37 67.41
01:56.105 30 6.36 -1.56 65.84
01:56.478 30 5.63 -2.70 64.08
01:56.772 30 5.12 -3.26 62.65
01:56.854 30 4.79 -3.26 61.31
01:57.612 30 0.37 -3.57 -22.60
01:57.719 30 0.37 -3.56 -22.59
01:58.403 30 0.39 -3.54 -22.57
01:58.572 30 0.41 -3.53 -22.55
01:58.837 30 0.41 -3.53 -22.55
02:00.027 30 0.41 -3.53 -22.55
02:00.156 30 0.41 -3.53 -22.54
02:00.292 30 0.41 -3.53 -22.54
02:00.804 30 0.41 -3.53 -22.54
02:00.947 30 0.41 -3.53 -22.54
02:01.074 30 0.41 -3.53 -22.54
02:01.538 30 0.41 -3.53 -22.54
02:01.671 30 0.41 -3.52 -22.54
02:01.881 30 0.42 -3.52 -22.54
02:02.099 30 0.42 -3.52 -22.54
02:02.720 30 0.42 -3.52 -22.54
02:02.851 30 0.42 -3.52 -22.53
02:02.996 30 0.42 -3.52 -22.53
02:03.247 30 0.42 -3.52 -22.53
02:03.596 30 0.44 -3.39 -22.14
02:04.213 30 0.43 -3.39 -22.13
02:04.797 30 0.43 -3.39 -22.12
02:05.891 30 0.43 -3.39 -22.12
02:06.028 30 0.43 -3.39 -22.12
02:06.157 30 0.43 -3.40 -22.12
02:06.617 30 0.43 -3.40 -22.12
02:06.785 30 0.43 -3.39 -22.12
02:06.983 30 0.43 -3.39 -22.12
02:07.449 30 0.43 -3.38 -22.12
02:07.619 30 0.43 -3.39 -22.12
02:07.883 30 0.43 -3.38 -22.12
02:08.144 30 0.43 -3.38 -22.11
02:08.634 30 0.43 -3.38 -22.11
02:08.786 30 0.43 -3.38 -22.11
02:08.946 30 0.43 -3.38 -22.11
02:09.436 30 0.42 -3.38 -22.11
02:09.615 30 0.43 -3.38 -22.11
02:10.021 30 2.10 1.46 -26.58
02:10.282 30 1.67 1.05 -26.38
02:10.494 30 2.64 1.62 -26.23
02:11.151 30 2.97 1.77 -26.71
02:11.458 30 3.60 1.14 -27.13
02:11.731 30 3.68 1.09 -27.08
02:12.979 30 3.69 1.05 -27.09
02:13.024 30 3.69 1.01 -27.07
02:13.246 30 3.63 1.00 -27.04
02:13.608 30 3.64 0.98 -27.01
02:13.838 30 3.53 0.93 -26.93
02:14.018 30 3.50 0.90 -26.94
02:14.362 30 3.47 0.89 -26.94
02:14.767 30 3.46 0.86 -26.89
02:14.993 30 3.33 0.81 -26.86
02:15.042 30 3.29 0.76 -26.83
02:15.859 30 3.29 0.69 -26.78
02:15.904 30 3.27 0.68 -26.76
02:16.238 30 3.72 -0.52 -22.05
02:16.947 30 -4.47 -1.06 -21.78
02:17.374 30 0.73 -0.96 -22.14
02:17.815 30 1.46 -0.85 -22.22
02:19.140 30 1.52 -0.81 -22.30
02:19.265 30 1.71 -0.81 -22.31
02:19.404 30 1.75 -0.74 -22.39
02:19.852 30 1.79 -0.71 -22.42
02:19.989 30 1.81 -0.62 -22.46
02:20.178 30 1.76 -0.60 -22.51
02:20.634 30 1.86 -0.54 -22.53
02:20.760 30 1.81 -0.45 -22.55
02:20.898 30 1.76 -0.46 -22.62
02:21.105 30 1.75 -0.34 -22.63
02:21.855 30 1.81 -0.31 -22.64
02:22.057 30 1.91 -0.23 -22.65
02:22.338 30 -9.70 3.64 -106.33
02:23.330 30 -3.19 4.18 -106.43
02:23.567 30 -2.01 4.00 -106.39
02:24.612 30 -1.22 3.92 -106.38
02:24.743 30 -0.64 3.89 -106.38
02:24.887 30 0.01 3.92 -106.39
02:25.351 30 0.77 3.90 -106.38
02:25.793 30 1.46 3.90 -106.42
02:25.922 30 2.08 3.94 -106.43
02:26.388 30 2.94 3.95 -106.52
02:26.592 30 3.47 3.95 -106.53
02:26.839 30 4.20 3.96 -106.63
02:27.078 30 4.55 3.97 -106.69
02:27.521 30 4.86 3.97 -106.82
02:27.656 30 5.17 3.98 -106.91
02:27.832 30 5.35 4.04 -107.08
02:28.309 30 5.61 4.08 -107.31
02:28.759 30 5.71 4.09 -107.54
02:28.892 30 5.74 4.12 -107.76
02:29.087 30 5.70 4.15 -108.10
02:29.634 30 -1.42 -1.26 -137.95
02:29.996 30 -1.52 -1.80 -137.40
02:30.215 30 -1.49 -1.78 -137.37
02:31.685 30 -1.55 -1.80 -137.26
02:31.817 30 -1.51 -1.81 -137.18
02:31.963 30 -1.31 -1.83 -137.14
02:32.416 30 -1.22 -1.85 -137.06
02:32.555 30 -1.18 -1.88 -136.99
02:32.893 30 -1.14 -1.88 -136.95
02:33.405 30 -1.21 -1.92 -136.87
02:33.535 30 -1.18 -1.94 -136.86
02:33.676 30 -1.01 -2.01 -136.82
02:33.720 30 -1.00 -2.02 -136.80
02:34.663 30 -0.94 -1.99 -136.76
02:34.813 30 -0.92 -1.94 -136.77
02:34.952 30 -0.89 -1.88 -136.72
02:35.421 30 -0.90 -1.85 -136.68
02:36.756 30 -3.89 5.34 47.83
02:37.878 30 -4.05 5.31 46.77
02:38.110 30 -4.07 5.24 45.50
02:38.155 30 -4.24 5.12 44.38
02:38.488 30 -4.44 5.07 43.10
02:38.814 30 -4.45 5.01 42.07
02:39.032 30 -4.82 4.90 41.05
02:39.077 30 -5.16 4.73 39.72
02:39.708 30 -5.32 4.67 38.76
02:40.129 30 -5.41 4.56 37.70
02:40.356 30 -5.57 4.41 36.43
02:40.727 30 -5.62 4.24 35.43
02:40.949 30 -5.75 3.99 34.16
02:40.996 30 -5.86 3.66 32.98
02:41.348 30 -6.04 3.47 32.01
02:41.671 30 -6.05 3.29 31.01
02:42.193 30 0.37 0.35 -20.86
02:42.511 30 0.36 0.23 -20.61
02:42.666 30 0.24 0.09 -20.08
02:43.369 30 0.10 -0.00 -19.51
02:43.546 30 0.03 -0.04 -19.11
02:43.754 30 0.02 -0.04 -19.10
02:45.148 30 0.02 -0.04 -19.10
02:45.278 30 -0.01 -0.05 -19.09
02:45.417 30 0.01 -0.05 -19.07
02:45.878 30 -0.01 -0.07 -19.05
02:46.019 30 -0.01 -0.09 -19.06
02:46.207 30 0.02 -0.12 -19.04
02:46.674 30 -0.05 -0.14 -19.01
02:46.807 30 0.00 -0.16 -19.00
02:46.949 30 0.05 -0.19 -18.98
02:47.155 30 0.07 -0.20 -18.98
02:47.883 30 0.01 -0.21 -18.97
02:48.012 30 0.14 -0.23 -18.94
02:48.216 30 0.13 -0.23 -18.95
02:48.683 30 0.13 -0.20 -18.90
02:48.825 30 0.15 -0.20 -18.90
02:49.019 30 0.14 -0.20 -18.91
02:49.498 30 0.11 -0.19 -18.89
02:49.653 30 0.19 -0.17 -18.90
02:49.953 30 0.16 -0.17 -18.88
02:50.314 30 0.14 -0.17 -18.88
02:51.349 30 6.03 -0.22 -23.35
02:51.844 30 9.87 -1.88 -23.41
02:52.140 30 12.84 -4.79 -23.82
02:52.335 30 10.81 -5.73 -23.64
02:52.540 30 10.45 -5.43 -23.56
02:53.909 30 10.23 -5.22 -23.51
02:54.117 30 10.05 -5.07 -23.49
02:54.261 30 9.80 -4.86 -23.44
02:54.724 30 9.63 -4.70 -23.43
02:54.876 30 9.43 -4.57 -23.40
02:55.010 30 9.19 -4.36 -23.36
02:55.490 30 8.96 -4.21 -23.35
02:55.688 30 8.75 -4.03 -23.33
02:55.838 30 8.49 -3.88 -23.31
02:56.052 30 8.25 -3.68 -23.30
02:56.889 30 7.98 -3.55 -23.29
02:57.084 30 7.83 -3.45 -23.26
02:57.230 30 7.48 -3.22 -23.28
02:57.688 30 1.53 1.56 -21.21
02:57.844 30 2.01 1.53 -21.18
02:58.563 30 1.81 1.50 -20.94
02:58.779 30 1.77 1.56 -20.86
03:00.241 30 1.75 1.64 -20.82
03:00.370 30 1.71 1.64 -20.80
03:00.855 30 1.61 1.73 -20.76
03:00.989 30 1.62 1.76 -20.73
03:01.203 30 1.73 1.76 -20.76
03:01.726 30 1.66 1.79 -20.74
03:01.883 30 1.58 1.82 -20.73
03:02.043 30 1.54 1.85 -20.73
03:02.239 30 1.62 1.84 -20.71
03:02.686 30 1.67 1.84 -20.74
03:03.228 30 1.62 1.91 -20.75
03:03.370 30 1.70 1.95 -20.73
03:03.567 30 1.73 1.97 -20.74
03:03.703 30 1.63 2.01 -20.75
03:04.519 30 2.43 -0.18 -20.62
03:04.987 30 2.52 -0.17 -20.68
03:05.747 30 2.52 -0.12 -20.71
03:05.979 30 2.61 -0.07 -20.78
03:06.419 30 2.67 -0.01 -20.85
03:06.720 30 2.60 0.05 -20.92
03:06.770 30 2.53 0.11 -20.99
03:07.340 30 2.52 0.18 -21.06
03:07.411 30 2.50 0.25 -21.11
03:08.056 30 2.58 0.26 -21.21
03:08.109 30 2.49 0.25 -21.25
03:08.678 30 2.40 0.30 -21.31
03:08.725 30 2.40 0.31 -21.37
03:08.964 30 2.26 0.22 -21.42
03:09.474 30 2.23 0.17 -21.45
03:09.783 30 2.11 0.13 -21.52
03:09.830 30 2.06 0.08 -21.51
03:10.109 30 1.95 -0.07 -21.56
03:10.154 30 1.90 -0.23 -21.60
03:10.320 30 3.26 -6.27 -23.74
03:10.944 30 3.27 -6.27 -23.74
03:11.109 30 3.28 -6.28 -23.77
03:11.778 30 3.28 -6.27 -23.79
03:11.949 30 3.29 -6.27 -23.80
03:12.231 30 3.29 -6.27 -23.80
03:13.542 30 3.29 -6.27 -23.80
03:13.673 30 3.29 -6.27 -23.80
03:13.883 30 3.29 -6.27 -23.80
03:14.343 30 3.29 -6.27 -23.80
03:14.556 30 3.30 -6.27 -23.80
03:14.688 30 3.30 -6.27 -23.80
03:15.161 30 3.30 -6.27 -23.80
03:15.420 30 3.30 -6.27 -23.80
03:15.568 30 3.30 -6.27 -23.80
03:15.851 30 3.30 -6.27 -23.80
03:16.537 30 3.30 -6.27 -23.80
03:16.886 30 3.32 -6.32 -23.77
03:17.162 30 3.32 -6.32 -23.76
03:17.670 30 3.32 -6.32 -23.76
03:18.649 30 3.32 -6.33 -23.76
03:18.793 30 3.32 -6.33 -23.76
03:19.319 30 3.32 -6.33 -23.76
03:19.460 30 3.32 -6.33 -23.77
03:19.655 30 3.32 -6.33 -23.77
03:19.796 30 3.32 -6.33 -23.77
03:20.251 30 3.32 -6.33 -23.77
03:20.414 30 3.32 -6.33 -23.77
03:20.547 30 3.32 -6.33 -23.76
03:21.091 30 3.32 -6.33 -23.77
03:21.393 30 3.32 -6.33 -23.77
03:21.534 30 3.32 -6.33 -23.76
03:22.055 30 3.32 -6.33 -23.76
03:22.199 30 3.32 -6.33 -23.76
03:22.389 30 3.32 -6.33 -23.76
03:22.533 30 3.32 -6.33 -23.76
03:22.706 30 3.32 -6.33 -23.76
03:22.997 30 3.30 -6.33 -23.76
03:23.280 30 3.30 -6.34 -23.76
03:23.439 30 3.30 -6.35 -23.76
03:24.050 30 3.30 -6.35 -23.76
03:24.244 30 3.29 -6.36 -23.76
03:24.442 30 3.30 -6.36 -23.76
03:25.702 30 3.30 -6.36 -23.76
03:25.836 30 3.30 -6.36 -23.76
03:25.977 30 3.30 -6.36 -23.76
03:26.447 30 3.30 -6.36 -23.76
03:26.659 30 3.30 -6.36 -23.76
03:26.881 30 3.30 -6.36 -23.76
03:27.351 30 3.30 -6.36 -23.76
03:27.482 30 3.30 -6.36 -23.76
03:27.629 30 3.30 -6.36 -23.76
03:27.870 30 3.30 -6.36 -23.76
03:28.557 30 3.30 -6.36 -23.76
03:28.689 30 3.30 -6.36 -23.76
03:28.835 30 3.30 -6.36 -23.76
03:29.022 30 3.30 -6.36 -23.76
03:29.652 30 3.35 -6.41 -23.79
03:29.783 30 3.35 -6.41 -23.79
03:30.566 30 3.36 -6.41 -23.79
03:30.815 30 3.36 -6.41 -23.79
03:31.987 30 3.36 -6.41 -23.79
03:32.180 30 3.36 -6.41 -23.79
03:32.323 30 3.36 -6.41 -23.79
03:32.778 30 3.36 -6.41 -23.79
03:32.946 30 3.36 -6.41 -23.79
03:33.141 30 3.36 -6.41 -23.79
03:33.626 30 3.36 -6.41 -23.79
03:33.758 30 3.36 -6.41 -23.79
03:33.905 30 3.36 -6.41 -23.79
03:34.159 30 3.36 -6.41 -23.79
03:34.788 30 3.36 -6.41 -23.79
03:34.923 30 3.36 -6.41 -23.79
03:35.073 30 3.36 -6.41 -23.79
03:35.548 30 3.36 -6.41 -23.79
03:36.339 30 7.51 -4.25 -152.93
03:37.016 30 6.70 -3.47 -150.55
03:37.281 30 5.99 -2.45 -148.31
03:37.501 30 5.73 -1.33 -146.49
03:37.880 30 5.93 -0.24 -144.78
03:38.108 30 6.40 0.55 -143.09
